POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
553,KokFahTechnologyFarm,0,553,,"18SungeiTengahRoad,Singapore698974,Singapore",周日-周六:上午9:00-下午5:00;,2020-02-12 11:22:10.532285
554,TeringBayGolfandCountryClub,0,554,,"Singapore29467,Singapore",暂无,2020-02-12 11:22:23.742921
555,EGTScooter,0,555,,"18MountElizabethOakwoodStudiosSingapore|OakwoodStudiosSingapore,Singapore228514,Singapore",周日-周六:上午12:00-下午11:59;,2020-02-12 11:22:39.490386
556,KokFahTechnologyFarm,0,556,,"18SungeiTengahRoad,Singapore698974,Singapore",周日-周六:上午9:00-下午5:00;,2020-02-12 11:22:50.120383
557,ExecutiveGolfCourse,0,557,,"UpperSeletarReservoirMandaiRoadTrack7,Singapore779384,Singapore",暂无,2020-02-12 11:23:02.432047
558,TeringBayGolfandCountryClub,0,558,,"Singapore29467,Singapore",暂无,2020-02-12 11:23:14.193106
559,MAMHolidaysSingapore,0,559,,"新加坡,新加坡","周一 - 周五上午9:00 - 下午10:00days: 周一 - 周五, times: 上午9:00 - 下午10:00,",2020-02-12 11:23:26.045288
560,KhadijahMosque,0,560,,"583GeylangRoadMasjidKhadijah|AftterLorong-30&BeforeLorong-29Geylang,Singapore389522,Singapore",暂无,2020-02-12 11:23:37.560536
561,DynastiesAntiqueArtGallery,0,561,,"18BoonLayWayTradehub2121136#01,Singapore609966,Singapore",暂无,2020-02-12 11:23:49.322860
562,WildDiscovererTour,0,562,,"新加坡,新加坡",暂无,2020-02-12 11:24:06.760845
563,ShawTheatresLidoImax,0,563,,"350OrchardRoadLevel5ShawHouse,Singapore238868,Singapore",暂无,2020-02-12 11:24:24.167605
565,MOVEAcademySingapore,0,565,,"43CarpenterStreetGreatwoodBuilding|02-01,Singapore059922,Singapore",周日:上午10:00-下午12:00;周二:上午8:00-上午11:30;周三-周五:下午7:30-下午9:30;周四:上午8:00-上午10:00;周五:下午4:00-下午5:30;周六:下午3:00-下午5:00;,2020-02-12 11:24:52.196833
566,ShiseidoForestValley,0,566,,新加坡樟宜机场星耀樟宜,全年营业10:00-22:00,2020-02-12 11:25:03.591035
567,ChanHampeGalleries,0,567,,"328NorthBridgeRoadRafflesShoppingArcade|#01-20RafflesShoppingArcade,Singapore108934,Singapore",周二-周日:上午11:00-下午7:00;,2020-02-12 11:25:16.285805
568,TheEscapeHuntExperienceSingapore,0,568,,"100OrchardRoadConcordeHotelAndShoppingMallFloor02Unit434445|ConcordeHotel&ShoppingMall,Singapore238840,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-02-12 11:25:30.258499
569,Arul,0,569,,"Mayspring,Singapore,Singapore",暂无,2020-02-12 11:25:42.946631
570,RoomraiderSG,0,570,,"181OrchardRoadOrchardCentral|#05-45OrchardCentral,Singapore238896,Singapore",周日-周六:下午12:30-下午10:30;,2020-02-12 11:25:53.996992
571,PangSuaPond,0,571,,"BukitPanjang,Singapore,Singapore",暂无,2020-02-12 11:26:04.690196
572,WaterlooCycles,0,572,,"261WaterlooStreetWaterlooCentre,Singapore180261,Singapore",暂无,2020-02-12 11:26:18.241805
573,Nantsuttei,0,573,,"238896,新加坡乌节路181乌节中央大楼#07-12/13(Orchard/RiverValley)",全年 整周 11:00-22:30,2020-02-12 11:26:31.571945
574,AerogreenTechnology,0,574,,"260NeoTiewCrescent,Singapore718899,Singapore",暂无,2020-02-12 11:26:43.290897
575,AmbassadorTransitLounge,0,575,,"AirportBoulevard|Terminal2(DepartureTransitLounge,Level3),Singapore,Singapore",周日-周六:上午12:00-下午11:59;,2020-02-12 11:26:54.759102
576,MoshiMoshiBollywood,0,576,,"5KoekRoad#26-27CuppagePlaza|SomersetMRTStationandnexttoCentrepointShoppingCentre,Singapore228796,Singapore","周一 - 周四下午9:00 - 上午4:30days: 周一 - 周四, times: 下午9:00 - 上午4:30,days: 周五 - 周六, times: 下午9:00 - 上午5:00,",2020-02-12 11:27:06.300910
577,EmpressLawn,0,577,,"10EmpressPl,Singapore179555,Singapore",暂无,2020-02-12 11:27:18.316844
578,GXXtremeSwing,0,578,,"3ERiverValleyRoadClarkeQuay,Singapore179019,Singapore",暂无,2020-02-12 11:27:33.316920
579,,0,579,,"#05-30,Paragon百利宫,290OrchardRoad,Singapore238859",每日：10:00 - 21:00,2020-02-12 11:27:45.599670
580,LumbiaTheSalsaClub,0,580,,"Block163,BukitMerahCentral,#04-3575,Singapore150163,Singapore",暂无,2020-02-12 11:27:58.111882
581,MysteryEscape,0,581,,"283JalanBesar,Singapore208946,Singapore",暂无,2020-02-12 11:28:10.999613
582,SGDartsHaven,0,582,,"2KallangAvenue#02-06CtHub|CTHub,Singapore339407,Singapore",周日-周六:下午4:00-上午1:00;,2020-02-12 11:28:21.377635
583,PasirPanjang,0,583,,"PasirPanjangRoad,Singapore,Singapore",暂无,2020-02-12 11:28:32.145945
584,ManekinekoBugis,0,584,,"201VictoriaStreetBugis+,Singapore188067,Singapore",暂无,2020-02-12 11:28:42.480762
585,FortSerapong,0,585,,"Singapore,Singapore",暂无,2020-02-12 11:28:54.484078
586,BakinCalfBakingWorkshops,0,586,,"Blk257YishunRingRoadYishunSunshine|#09-1013,Singapore760257,Singapore",暂无,2020-02-12 11:29:05.892887
587,Playkeroo,0,587,,"100TrasStreet100am|100AMMall,#04-16A,Singapore079027,Singapore","周日 - 周六上午10:00 - 下午8:00days: 周日 - 周六, times: 上午10:00 - 下午8:00,",2020-02-12 11:29:18.372622
588,WaterlooCycles,0,588,,"261WaterlooStreetWaterlooCentre,Singapore180261,Singapore",暂无,2020-02-12 11:29:29.021560
589,MysteryEscape,0,589,,"283JalanBesar,Singapore208946,Singapore",暂无,2020-02-12 11:29:42.881437
590,MesjidTemenggongDaengIbrahim,0,590,,"TemenggongRoad,Singapore,Singapore",暂无,2020-02-12 11:29:54.052725
591,TheMusicSalon,0,591,,"49NivenRoad,Singapore228397,Singapore",暂无,2020-02-12 11:30:05.870912
592,ChallengeCube,0,592,,"41WestCoastHighway,Singapore117868,Singapore",暂无,2020-02-12 11:30:18.265398
593,SGDartsHaven,0,593,,"2KallangAvenue#02-06CtHub|CTHub,Singapore339407,Singapore",周日-周六:下午4:00-上午1:00;,2020-02-12 11:30:28.926491
594,PasirPanjang,0,594,,"PasirPanjangRoad,Singapore,Singapore",暂无,2020-02-12 11:30:40.856350
595,ManekinekoBugis,0,595,,"201VictoriaStreetBugis+,Singapore188067,Singapore",暂无,2020-02-12 11:30:51.610325
596,HSBCWomensChampions,0,596,,"27BukitManisRd|SentosaGolfClub,SentosaIsland,Singapore",暂无,2020-02-12 11:31:02.877200
597,SembawangCountryClub,0,597,,"249SembawangRoadSembawangCountryClub,Singapore758352,Singapore",暂无,2020-02-12 11:31:14.430215
598,HomageToNewton,0,598,,"80ChuliaStreetSingapore|UOBPlazaCourtyard,Singapore048624,Singapore",暂无,2020-02-12 11:31:26.527648
599,YogaSeeds,0,599,,"1384AngMoKioAvenue1|BishanPark2,Singapore569932,Singapore",周一-周四:上午8:00-下午9:30;周五-周日:上午8:00-上午10:30;,2020-02-12 11:31:38.698434
600,Trapped,0,600,,"42KandaharStreet|KampungGlamShopHouses,Singapore198896,Singapore",周一-周四:上午11:00-下午11:00;周五-周日:上午11:00-上午3:00;,2020-02-12 11:31:49.858787
601,YogaSeeds,0,601,,"1384AngMoKioAvenue1|BishanPark2,Singapore569932,Singapore",周一-周四:上午8:00-下午9:30;周五-周日:上午8:00-上午10:30;,2020-02-12 11:32:01.192497
602,YachtEscapeMikanna,0,602,,"新加坡,新加坡",暂无,2020-02-12 11:32:15.415169
603,TrappedEscapeRoomSingapore,0,603,,"2OrchardLinkScape0221Unit2022,Singapore237978,Singapore",周日:上午11:00-下午11:00;周一:上午11:00-下午10:00;周二:上午9:00-下午10:00;周三-周四:上午11:00-下午10:00;周五-周六:上午11:00-上午12:00;,2020-02-12 11:32:28.284
604,YANGGallery,0,604,,"581OrchardRoadHiltonInternationalSingapore|#01-11TheShoppingGalleryHilton,Singapore238883,Singapore",周日:上午11:00-下午6:00;周一-周六:上午10:00-下午7:00;,2020-02-12 11:32:40.549680
605,DragonwickGallery,0,605,,"71UbiCrescent#02-07ExcaliburCentre,Singapore408571,Singapore",暂无,2020-02-12 11:32:51.345836
606,ArtRetreat,0,606,,"10UbiCrescentUbiTechparkLobbyC#014547,Singapore408564,Singapore",暂无,2020-02-12 11:33:02.660997
607,LivingPortraitGallery,0,607,,"31TanjongPagarRoad,Singapore088454,Singapore",暂无,2020-02-12 11:33:13.925232
608,WhiteSpaceArtAsia,0,608,,"79ChayYanStreetTiongBahruEstate|#01-26TiongBahruEstate,Singapore160079,Singapore",暂无,2020-02-12 11:33:35.406169
609,Gallery,0,609,,"11BMountSophiaOldSchool@MountSophia,Singapore228466,Singapore",暂无,2020-02-12 11:33:46.855511
610,LockdownEscape,0,610,,"277OrchardRoadOrchardGateway|#02-02,OrchardGateway,Singapore238858,Singapore",暂无,2020-02-12 11:33:58.418562
611,HyattDamaiSpa,0,611,,"10ScottsRoadGrandHyattSingapore|DamaiSpa,GrandHyattSingapore,Singapore228211,Singapore",周日-周六:上午10:00-下午10:00;,2020-02-12 11:34:10.838189
612,FalconPEV,0,612,,"2AlexandraRoadDeltaHouse|#06-06DeltaHouse,Singapore159919,Singapore",周一-周六:上午9:30-下午7:00;,2020-02-12 11:34:20.779482
613,TablePips,0,613,,"#B2-11to22,OrchardCentral乌节中央城,181OrchardRd,238896(Orchard/RiverValley)",Mon - Sun: 11:00 - 15:00Mon - Sun: 18:30 - 22:30,2020-02-12 11:34:31.908043
614,Loof,0,614,,"331NorthBridgeRoad#03-07OdeonTowers,Singapore188720,Singapore","周四 - 周五下午5:00 - 上午2:00days: 周四 - 周五, times: 下午5:00 - 上午2:00,days: 周六 - 周三, times: 下午5:00 - 上午1:00,",2020-02-12 11:34:44.083057
615,Firefly,0,615,,"MarriottHotel320OrchardRd#B1-00,Singapore238865,Singapore",暂无,2020-02-12 11:34:56.289520
616,ArtFacet,0,616,,"UniversityCulturalCentreNationalUniversityofSingapore50KentRidgeCrescent,Singapore119279,Singapore",暂无,2020-02-12 11:35:07.035193
617,WakaWaka,0,617,,"407HavelockRoad|FuramaRiverfront,Annex@Furama#05-01,Singapore169634,Singapore","days: 周一 - 周五, times: 上午10:00 - 下午7:00,days: 周六 - 周日, times: 上午9:30 - 下午8:00,",2020-02-12 11:35:18.225870
618,ReadBridgeMalaccaBridge,0,618,,"1BClarkeQuay,Singapore179023,Singapore",暂无,2020-02-12 11:35:29.725224
619,TheAmericanClubSingapore,0,619,,"10ClaymoreHillAmericanClub,Singapore229573,Singapore",暂无,2020-02-12 11:35:41.756434
620,AliveMuseum,0,620,,"3TemasekBoulevardSuntecCityMall|03-372SuntecCityMall,Towers3/4,Singapore038983,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-02-12 11:35:52.581177
621,WesleyMethodistChurch,0,621,,"5FortCanningRoadWesleyMethodistChurchSingapore179493,Singapore179493,Singapore",暂无,2020-02-12 11:36:04.499036
622,RamakrishnaMissiontemple,0,622,,"179BartleyRoadRamakrishnaMissionBoys'Home|NearBartleyMRT,Singapore539784,Singapore",周日-周六:上午6:00-下午12:30下午4:00-下午8:30;,2020-02-12 11:36:14.619815
623,CactusGarden,0,623,,"AirportBoulevard|Terminal1,Singapore,Singapore",暂无,2020-02-12 11:36:26.075978
624,OrchidGardenKoiPond,0,624,,"AirportBoulevard|Terminal2,Singapore,Singapore",暂无,2020-02-12 11:36:37.260727
625,DongYueMiao,0,625,,"6BukitPurmei,Singapore099866,Singapore",暂无,2020-02-12 11:36:48.481222
626,MasterCardTheatres,0,626,,"10BayfrontAvenueMarinaBaySands|MarinaBaySands,Singapore018956,Singapore",暂无,2020-02-12 11:36:59.833241
627,AtSunriceGlobalChefAcademy,0,627,,"28TaiSengStreetSakaeBuilding|Level5,Singapore534106,Singapore","周一 - 周五上午9:00 - 下午9:00days: 周一 - 周五, times: 上午9:00 - 下午9:00,days: 周六, times: 上午9:00 - 下午5:00,",2020-02-12 11:37:15.395886
628,Flop,0,628,,"462CrawfordLane|Blk462A,#01-73,Singapore190462,Singapore","周二 - 周日上午10:00 - 下午9:00days: 周二 - 周日, times: 上午10:00 - 下午9:00,",2020-02-12 11:37:26.302122
629,SinemaOldSchool,0,629,,"OldSchool11BMountSophia#B1-12,Singapore228466,Singapore",暂无,2020-02-12 11:37:38.554211
630,WhiteSpaceArtAsia,0,630,,"79ChayYanStreetTiongBahruEstate|#01-26TiongBahruEstate,Singapore160079,Singapore",暂无,2020-02-12 11:37:50.702432
631,Gallery,0,631,,"11BMountSophiaOldSchool@MountSophia,Singapore228466,Singapore",暂无,2020-02-12 11:38:10.592340
632,YachtEscapeMikanna,0,632,,"新加坡,新加坡",暂无,2020-02-12 11:38:33.282527
633,SinemaOldSchool,0,633,,"OldSchool11BMountSophia#B1-12,Singapore228466,Singapore",暂无,2020-02-12 11:38:50.650204
634,GoldClassExperience,0,634,,"GreatWorldCity1KimSengPromenade#03-39/40,Singapore237994,Singapore",暂无,2020-02-12 11:39:07.857547
635,XcapeSingapore,0,635,,"160ARochorRoad|BugisVillage,Singapore188435,Singapore",暂无,2020-02-12 11:39:25.668268
636,HyattDamaiSpa,0,636,,"10ScottsRoadGrandHyattSingapore|DamaiSpa,GrandHyattSingapore,Singapore228211,Singapore",周日-周六:上午10:00-下午10:00;,2020-02-12 11:39:43.041367
637,TablePips,0,637,,"#B2-11to22,OrchardCentral乌节中央城,181OrchardRd,238896(Orchard/RiverValley)",Mon - Sun: 11:00 - 15:00Mon - Sun: 18:30 - 22:30,2020-02-12 11:39:55.545758
638,AliveMuseum,0,638,,"3TemasekBoulevardSuntecCityMall|03-372SuntecCityMall,Towers3/4,Singapore038983,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-02-12 11:40:06.409410
639,MCIandMCCYBuilding,0,639,,"140HillStreetOldHillStreetPoliceStation,Singapore179369,Singapore",暂无,2020-02-12 11:40:18.277591
640,OrchardRoadPresbyterianChurch,0,640,,"3OrchardRd,Singapore238825,Singapore",暂无,2020-02-12 11:40:30.102784
641,EsplanadeBridge,0,641,,"Singapore049215,Singapore",暂无,2020-02-12 11:40:46.832312
642,PuakaHill,0,642,,"PulauUbin,Singapore,Singapore",暂无,2020-02-12 11:40:58.788851
643,FreshSingapore,0,643,,"101JalanSultanTheSultan|#02-01,Singapore199002,Singapore",暂无,2020-02-12 11:41:09.955977
644,TOXIC,0,644,,"3SentosaGateway#01-05StJamesPowerStation,Singapore098544,Singapore",周三-周六:下午8:00-上午6:00;,2020-02-12 11:41:21.043073
645,GansoManekineko,0,645,,"8GrangeRoadCathayCineleisureOrchard|#08-01,CathayCineleisureOrchard,Singapore239695,Singapore",暂无,2020-02-12 11:41:34.621640
646,TheGreenKiwiBackpackerHostelBugisBar,0,646,,"55BussorahStreet,Singapore199471,Singapore",暂无,2020-02-12 11:41:45.001558
647,SocietyofTouristGuides,0,647,,"新加坡,新加坡","周一 - 周五上午10:00 - 下午7:00days: 周一 - 周五, times: 上午10:00 - 下午7:00,",2020-02-12 11:41:56.835808
648,GogreenEMobilityLifestyleHub,0,648,,"新加坡,新加坡",暂无,2020-02-12 11:42:14.143103
649,Pagodedeétages,0,649,,"1ChineseGardenRoadChineseGarden,Singapore619795,Singapore",暂无,2020-02-12 11:42:26.291441
650,SneakPeekSingaporeWalkingTours,0,650,,"新加坡,新加坡","周六下午1:00 - 下午6:00days: 周六, times: 下午1:00 - 下午6:00,",2020-02-12 11:42:37.572289
651,UtterlyArt,0,651,,"229ASouthBridgeRoadLevel2nd,Singapore058778,Singapore",周日:下午12:00-下午5:30;周一-周六:下午2:00-下午8:00;,2020-02-12 11:42:50.108685
652,ChineseOperaTeahouseChineseTheatreCircle,0,652,,"5SmithStreet,Singapore058919,Singapore",暂无,2020-02-12 11:43:02.674558
653,BuffaloToursSingapore,0,653,,"新加坡,新加坡","周一 - 周五上午9:00 - 下午6:00days: 周一 - 周五, times: 上午9:00 - 下午6:00,",2020-02-12 11:43:13.420606
654,WSSBicycleRental,0,654,,"55BussorahStreet,Singapore199471,Singapore",暂无,2020-02-12 11:43:24.920778
655,ConstantWind,0,655,,"11ChangiCoastWalkSafraResortSeaSportsCentre,Singapore499740,Singapore","周日 - 周六上午10:30 - 下午7:00days: 周日 - 周六, times: 上午10:30 - 下午7:00,",2020-02-12 11:43:35.240695
656,PeakAdventuree,0,656,,"Blk134AHillviewAvenueHilltopGrove|#01-06HilltopGrove,Singapore669620,Singapore",暂无,2020-02-12 11:43:46.829763
657,ToyFactoryProductions,0,657,,"15ASmithStreet,Singapore058929,Singapore",暂无,2020-02-12 11:43:59.176920
658,,0,658,,"#04-08,Paragon百利宫,290OrchardRoad,Singapore238859",每日：10:00 - 22:00,2020-02-12 11:44:13.336267
659,AryaseniArtGallery,0,659,,"10ABukitPasohRoad,Singapore089824,Singapore",暂无,2020-02-12 11:44:25.991881
660,Pagodedeétages,0,660,,"1ChineseGardenRoadChineseGarden,Singapore619795,Singapore",暂无,2020-02-12 11:44:37.471213
661,SocietyofTouristGuides,0,661,,"新加坡,新加坡","周一 - 周五上午10:00 - 下午7:00days: 周一 - 周五, times: 上午10:00 - 下午7:00,",2020-02-12 11:44:48.498981
662,GogreenEMobilityLifestyleHub,0,662,,"新加坡,新加坡",暂无,2020-02-12 11:44:58.726902
663,PuakaHill,0,663,,"PulauUbin,Singapore,Singapore",暂无,2020-02-12 11:45:10.482887
664,UtterlyArt,0,664,,"229ASouthBridgeRoadLevel2nd,Singapore058778,Singapore",周日:下午12:00-下午5:30;周一-周六:下午2:00-下午8:00;,2020-02-12 11:45:21.027494
665,AryaseniArtGallery,0,665,,"10ABukitPasohRoad,Singapore089824,Singapore",暂无,2020-02-12 11:45:32.471261
666,TomioKayamaGallerySingapore,0,666,,"47MalanRoadGillmanBarracks|#01-26GillmanBarracks,Singapore109444,Singapore",暂无,2020-02-12 11:45:43.392859
667,ChineseOperaTeahouseChineseTheatreCircle,0,667,,"5SmithStreet,Singapore058919,Singapore",暂无,2020-02-12 11:45:53.548108
668,Degree,0,668,,"1BayfrontAvenueMarinaBaySands|ShearesLink,Singapore018971,Singapore",暂无,2020-02-12 11:46:04.905645
669,FreeingSG,0,669,,"2HandyRoadTheCathay|TheCathay,#03-04/05,Singapore229233,Singapore",暂无,2020-02-12 11:46:16.847845
670,CityScoot,0,670,,"新加坡,新加坡","周日 - 周六上午10:00 - 下午7:00days: 周日 - 周六, times: 上午10:00 - 下午7:00,",2020-02-12 11:46:28.287289
671,CapitolTheatre,0,671,,"11StamfordRoadEdenResidencesCapitol,Singapore178884,Singapore",暂无,2020-02-12 11:46:39.453547
672,LostSg,0,672,,"1SophiaRoadPeaceCentreFloor03Unit010203,Singapore228149,Singapore","周日 - 周四上午11:00 - 下午10:45days: 周日 - 周四, times: 上午11:00 - 下午10:45,days: 周五 - 周六, times: 上午11:00 - 上午12:45,",2020-02-12 11:46:51.714628
673,GSDivingPteLtd,0,673,,"新加坡,新加坡","周六 - 周日上午7:00 - 下午5:00days: 周六 - 周日, times: 上午7:00 - 下午5:00,",2020-02-12 11:47:03.329732
674,TheNecessaryStage,0,674,,"MarineParadeCommunityBuilding278MarineParadeRoad#B1-02,Singapore449282,Singapore",周一-周五:上午10:00-下午7:00;,2020-02-12 11:47:20.158414
675,LostSg,0,675,,"1SophiaRoadPeaceCentreFloor03Unit010203,Singapore228149,Singapore","周日 - 周四上午11:00 - 下午10:45days: 周日 - 周四, times: 上午11:00 - 下午10:45,days: 周五 - 周六, times: 上午11:00 - 上午12:45,",2020-02-12 11:47:36.897009
676,CityScoot,0,676,,"新加坡,新加坡","周日 - 周六上午10:00 - 下午7:00days: 周日 - 周六, times: 上午10:00 - 下午7:00,",2020-02-12 11:47:47.756728
677,MarlinDivers,0,677,,"新加坡,新加坡","周一 - 周五上午11:00 - 下午7:30days: 周一 - 周五, times: 上午11:00 - 下午7:30,",2020-02-12 11:48:00.416504
678,FreeingSG,0,678,,"2HandyRoadTheCathay|TheCathay,#03-04/05,Singapore229233,Singapore",暂无,2020-02-12 11:48:12.114864
679,CapitolTheatre,0,679,,"11StamfordRoadEdenResidencesCapitol,Singapore178884,Singapore",暂无,2020-02-12 11:48:30.001331
680,SingaporePoloClub,0,680,,"80MountPleasantRoadSingaporePoloClub,Singapore298334,Singapore","周日 - 周六上午8:30 - 下午10:00days: 周日 - 周六, times: 上午8:30 - 下午10:00,",2020-02-12 11:48:41.616133
681,GSDivingPteLtd,0,681,,"新加坡,新加坡","周六 - 周日上午7:00 - 下午5:00days: 周六 - 周日, times: 上午7:00 - 下午5:00,",2020-02-12 11:48:52.520172
682,TwentySixPurvis,0,682,,"26PurvisStreet,Singapore188603,Singapore",暂无,2020-02-12 11:49:04.821633
683,EmporiumShokuhin,0,683,,"6RafflesAvenue#01-18|MarinaSquare,Singapore039798,Singapore",暂无,2020-02-12 11:49:17.608742
684,HindhedeQuarry,0,684,,"HindhedeDr|HindhedeNaturePark,Singapore,Singapore",暂无,2020-02-12 11:49:28.705690
685,BanSiewSanTemple,0,685,,"2TelokBlangahDrive,Singapore109256,Singapore",暂无,2020-02-12 11:49:41.567673
686,TheWineStable,0,686,,"63HillviewAvenueLamSoonIndustrialBuilding|#10-06a,Singapore669569,Singapore",暂无,2020-02-12 11:49:53.721341
687,RendezvousCWAL,0,687,,"1StadiumWalk#02-19KallangTheatre|KallangWaveMall,Singapore397688,Singapore",周日-周六:上午10:00-下午10:00;,2020-02-12 11:50:06.809423
688,Zirca,0,688,,"ClarkeQuayBlockCTheCanneryRiverValleyRoad|#01-02To05And#02-01To08,Singapore179022,Singapore",暂无,2020-02-12 11:50:23.464401
689,SriKrishnaMandir,0,689,,"9Lor29Geylang,Singapore388065,Singapore",暂无,2020-02-12 11:50:35.849786
690,TwentySixPurvis,0,690,,"26PurvisStreet,Singapore188603,Singapore",暂无,2020-02-12 11:50:51.736824
691,BanSiewSanTemple,0,691,,"2TelokBlangahDrive,Singapore109256,Singapore",暂无,2020-02-12 11:51:04.295394
692,QueenElizabethWalk,0,692,,"1EsplanadeDriveEsplanade-TheatresOntheBay|BetweenTheAsianCivilisationsMuseumandExplanade,Singapore038981,Singapore",暂无,2020-02-12 11:51:17.682008
693,RendezvousCWAL,0,693,,"1StadiumWalk#02-19KallangTheatre|KallangWaveMall,Singapore397688,Singapore",周日-周六:上午10:00-下午10:00;,2020-02-12 11:51:28.699605
694,Art,0,694,,"TheSubstation,Singapore179936,Singapore",暂无,2020-02-12 11:51:39.582674
695,ValentineWillieFineArt,0,695,,"39KeppelRoad#02-04TanjongPagarDistriparkArtspace@Helutrans,Singapore089065,Singapore",暂无,2020-02-12 11:51:52.864388
696,RafflesChineseMedicine,0,696,,"585NorthBridgeRoadLevel13RafflesHospital,Singapore188770,Singapore",暂无,2020-02-12 11:52:08.967611
697,SingaporeCircleLineTour,0,697,,"新加坡,新加坡","周日 - 周六上午11:00 - 下午11:00days: 周日 - 周六, times: 上午11:00 - 下午11:00,",2020-02-12 11:52:20.050868
