POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
346,ArtPortersGallery,2,346,4.5,"64SpottiswoodeParkRoad,Singapore088652,Singapore",周日-周六:上午10:30-下午7:00;,2020-02-12 10:36:50.288047
347,BukitBrownCemetery,13,347,4.1,"LorongHalwa,Singapore,Singapore",,2020-02-12 10:37:01.804817
348,CooldeSacPlayCentre,3,348,4,"3TemasekBoulevardSuntecCityMall|SuntecCityMall,Singapore038983,Singapore",周日-周四:上午10:00-下午8:00;周五-周六:上午10:00-下午10:00;,2020-02-12 10:37:17.327243
349,InterContinentalSingaporeHeritageTrail,10,349,4.7,"新加坡,新加坡",,2020-02-12 10:37:29.227738
350,JetaimePerfumeryandPerfumeWorkshopSingapore,2,350,4.5,"90GoodmanRoadGoodmanArtsCentre|GoodManArtCenterBlockO,#01-57,Singapore439053,Singapore","周一 - 周二上午10:00 - 下午4:00days: 周一 - 周二, times: 上午10:00 - 下午4:00,days: 周三 - 周日, times: 上午10:00 - 下午8:00,",2020-02-12 10:37:41.560699
351,FarmartCentre,2,351,4.5,"67SungeiTengahRoadFarmartCentre,Singapore699008,Singapore",暂无,2020-02-12 10:37:52.590790
352,GMAXReverseBungy,1,352,5,"3ERiverValleyRoadClarkeQuay,Singapore179019,Singapore",周日-周四:下午2:00-上午1:00;周五-周六:下午2:00-上午3:00;,2020-02-12 10:38:04.340437
353,MonsterDayTours,1,353,5,"新加坡,新加坡","周日 - 周六上午8:00 - 下午11:00days: 周日 - 周六, times: 上午8:00 - 下午11:00,",2020-02-12 10:38:14.826752
354,PuayHengNoodles,1,354,5,"#01-01,FarEastSquare远东广场,45PekinStreet,048775(RafflesPlace/BoatQuay)",Mon-Sun: 09:30-21:00(Closed on Alternate Sundays),2020-02-12 10:38:26.281419
355,ChurchofStTeresa,1,355,5,"510KampongBahruRoad,Singapore099446,Singapore",暂无,2020-02-12 10:38:38.112359
356,TouristandTransitHub,11,356,4.5,"30RafflesAvenue#01-05SingaporeFlyer,Singapore039803,Singapore",,2020-02-12 10:38:49.745745
357,ConeyIslandPark,1,357,5,"|SerangoonIsland,Singapore,Singapore",暂无,2020-02-12 10:39:01.088556
358,SriLayanSithiVinayagarTemple,12,358,4.3,"73KeongSaikRoad,Singapore089167,Singapore",,2020-02-12 10:39:13.761475
359,SingaporeMobilityGallery,1,359,5,"翰莎路陆交局总部|第一座,Singapore219428,Singapore",周一-周五:上午9:30-下午5:00;,2020-02-12 10:39:24.949810
360,SouthernmostpointofAsia,1,360,5,"Palawanbeach|Bridgetoanislandwith2towers,SentosaIsland,Singapore",暂无,2020-02-12 10:39:46.056250
361,MarineCovePlayground,1,361,5,"EastCoastParkServiceRoad|EastCoastCarParksC2andC3,Singapore,Singapore",暂无,2020-02-12 10:40:07.868349
362,ButterflyGarden,0,362,,"AirportBlvd|ChangiAirport,Terminal3,DepartureTransitLounge,Level2&3,Singapore,Singapore",暂无,2020-02-12 10:40:19.457192
363,OhChinHuatHydroponicFarms,2,363,4,"14ABahSoonPahRoad,Singapore769970,Singapore",暂无,2020-02-12 10:40:29.839846
364,,1,364,5,"069886,新加坡厦门街66(安详山)",8：00-17：00,2020-02-12 10:40:44.989138
365,BukitBatokNaturePark,14,365,4.2,"26BukitBatokEastAvenue2HillviewRegency,Singapore659920,Singapore",,2020-02-12 10:40:55.749633
366,ChangiSailingClub,3,366,4.3,"32NetheravonRoadChangiSailingClub,Singapore508508,Singapore",,2020-02-12 10:41:06.776233
367,KFC,4,367,4.3,"Terminal1,ChangiAirport80AirportBoulevard,#031-004BViewingMallEast,Level3,ChangiAirportT1,Singapore",,2020-02-12 10:41:17.546828
368,,1,368,5,"18MarinaGardensDrive,OCBCSkywayandSupertreeSingapore018953","Daily openTime:05:00,closeTime:02:00
public_holiday openTime:05:00,closeTime:02:00",2020-02-12 10:41:30.056287
369,EurasianHeritageCentre,11,369,4.4,"139CeylonRd|EurasianCommunityHouse,Singapore429744,Singapore",,2020-02-12 10:41:41.417299
370,Changibusinesspark,7,370,4.9,"ChangiBusinessParkCrescent,Singapore,Singapore",,2020-02-12 10:41:52.368574
371,Hdb,10,371,4.5,"480,ToaPayohLorong6,Singapore310480,Singapore",,2020-02-12 10:42:05.434616
372,,7,372,4.6,80mandairoad,,2020-02-12 10:42:17.835925
373,TheIntan,4,373,5,"69JooChiatTerrace,Singapore427231,Singapore",周一-周日7:00-22:00,2020-02-12 10:42:30.678010
374,JurongWestSwimmingComplex,3,374,4.3,"20JurongWestStreet93JurongWestSports&RecreationCtr,Jurong648965,Singapore",,2020-02-12 10:42:46.661017
375,RunWithMeSingapore,7,375,4.9,"新加坡,新加坡",,2020-02-12 10:42:57.085851
376,MaghainAbothSynagogue,21,376,4.5,"24/26WaterlooSt,Singapore187950,Singapore",,2020-02-12 10:43:13.975165
377,SpringleafNaturePark,2,377,3.5,"NeeSoonRoad,UpperThomsonRoad,Singapore,Singapore",暂无,2020-02-12 10:43:25.989387
378,MOEHeritageCentre,10,378,4.4,"402CommonwealthDrive,Singapore149599,Singapore",,2020-02-12 10:43:42.108846
379,SriThandayuthapaniTemple,17,379,4.6,"15TankRd,Singapore238065,Singapore",,2020-02-12 10:43:54.357121
380,MasjidBencoolen,12,380,4.2,"42BencoolenStreet,Singapore189626,Singapore",,2020-02-12 10:44:05.684986
381,TaoTianKengTemple,11,381,4.5,"2JurongWestSt76,Singapore648370,Singapore",,2020-02-12 10:44:17.404763
382,ResortsWorldTheater,6,382,4.8,"8SentosaGatewayResortsWorldSentosa|ResortsWorldSentosa,Singapore098269,Singapore",,2020-02-12 10:44:30.374826
383,TheTheatrePractice,1,383,4,"54WaterlooStreet,Singapore187953,Singapore",周一-周五:上午9:00-下午6:30;,2020-02-12 10:44:42.449228
384,JanesSGTours,1,384,4,"新加坡,新加坡",周日-周六:上午12:00-下午11:59;,2020-02-12 10:44:53.595384
385,,2,385,4,樟宜机场，T1/T2/T3过境区域,,2020-02-12 10:45:06.431403
386,BikramYogaKatong,1,386,3,"130EastCoastRoad,Singapore428815,Singapore",暂无,2020-02-12 10:45:18.189591
387,LeeWeeNamLibrary,1,387,5,"50NanyangAvenue,BlkNS3-03-01",,2020-02-12 10:45:28.904751
388,ShimanoCyclingWorld,7,388,4.6,"6StadiumBoulevard#01KallangNetballCentre02|RightnexttotheSingaporeSportsMuseumandSportsHubVisitorCentre,Singapore397797,Singapore",,2020-02-12 10:45:39.103052
389,SchoolOfArtDesignandMedia,1,389,5,"81NanyangDr,Singapore637458",,2020-02-12 10:45:51.049690
390,SurvivingtheJapaneseOccupationWarandItsLegacies,9,390,4.3,"351UpperBukitTimahRoad,Singapore588192,Singapore",,2020-02-12 10:46:04.105272
391,TheLiveTurtleandTortoiseMuseum,12,391,4,"1ChineseGardenRoad,Singapore619795,Singapore",,2020-02-12 10:46:15.544294
392,Theatreworks,7,392,4.6,"72-13MohammadSultanRoad,Singapore239007,Singapore",,2020-02-12 10:46:27.405017
393,TheStarPerformingArtsCentre,2,393,2.5,"1VistaExchangeGreenTheStarVista|#04-01,Singapore138617,Singapore",暂无,2020-02-12 10:46:38.652369
394,TanSiChongChuTemple,8,394,4.4,"15MagazineRd,Singapore059568,Singapore",,2020-02-12 10:46:50.528446
395,PearlsHillCityPark,5,395,4.6,"|AlongChinSweeRoadandPearl'sHillRoad,Singapore,Singapore",,2020-02-12 10:47:02.341444
396,LakeofDreams,1,396,4,"SentosaIsland,Singapore",,2020-02-12 10:47:14.913150
397,,3,397,5,ResortsWorldSentosa26SentosaGateway#01-/38/39,周一 ~ 周日：10:00-21:00；最后入场时间：20:00,2020-02-12 10:47:30.328896
398,TheEpicureanState,5,398,4.8,"新加坡,新加坡",,2020-02-12 10:47:43.107116
399,TheNEWaterVisitorCentre,14,399,4.6,"20KohSekLimRoad,Singapore486593,Singapore",,2020-02-12 10:47:54.144675
400,COMNUS,1,400,3,QueenstownResearchLink,,2020-02-12 10:48:08.953362
401,NyeePhoeFlowerGarden,7,401,4.3,"240NeoTiewCrescent,Singapore718878,Singapore",,2020-02-12 10:48:19.624437
402,PunggolPark,6,402,4,"11HougangAvenue10,Singapore538768,Singapore",,2020-02-12 10:48:34.940103
403,ChangiMurals,7,403,4.1,"ChangiCamp|Block151MartleshamRoad,Singapore,Singapore",,2020-02-12 10:48:45.853153
404,RepublicofSingaporeNavyMuseum,12,404,4.6,"112TanahMerahCoastRoad,Singapore,Singapore",,2020-02-12 10:48:58.802604
405,PeranakanTrail,5,405,4.4,"JooChiatRoad,Singapore427585,Singapore",,2020-02-12 10:49:09.951628
406,CathayPicturehouse,1,406,0,"2HandyRoadTheCathay|2HandyRoad,Singapore229233,Singapore",暂无,2020-02-12 10:49:22.432897
407,Orto,0,407,,"81LorongChencharuOrto|Orto,Singapore769198,Singapore",暂无,2020-02-12 10:49:38.389389
408,WildlifeReservesSingapore,1,408,0,"80MandaiLakeRoadSingaporeZoologicalGardens,Singapore729826,Singapore",暂无,2020-02-12 10:49:49.466646
409,BukitBatokMemorialSite,9,409,4,"LorongSesuai,Singapore,Singapore",,2020-02-12 10:50:00.112693
410,KatongDistrict,1,410,0,"EastCoastRoad,Singapore,Singapore",暂无,2020-02-12 10:50:13.062389
411,ArtfolioGallery,1,411,0,"328NorthBridgeRoad#02-25RafflesShoppingArcade,Singapore188719,Singapore",暂无,2020-02-12 10:50:28.378857
412,ThePrivateMuseum,5,412,4.2,"51WaterlooSt|Unit#02-06,Singapore187969,Singapore",,2020-02-12 10:50:38.802464
413,EvertonRoadStreetArt,4,413,4,"EvertonRoad,Singapore,Singapore",周一 - 周日 0:00 - 23:59;,2020-02-12 10:50:51.831196
414,LeongSanSeeTemple,16,414,4.3,"371RaceCourseRoadLittleIndia,Singapore218641,Singapore",,2020-02-12 10:51:03.795735
415,JapaneseCemeteryPark,7,415,4,"22ChuanHoeAvenue,Singapore549854,Singapore",,2020-02-12 10:51:15.302243
416,ColdstreamAncestralMuseum,9,416,4.7,"9ColdstreamAvenueFrankelEstate,Singapore459595,Singapore",,2020-02-12 10:51:33.555209
417,SiongLengMusicalAssociation,3,417,4,"4BBukitPasohRoad,Singapore089818,Singapore",周二 - 周六 11:00 - 17:00;,2020-02-12 10:51:49.694858
418,,3,418,4,"8QSingaporeArtMuseum,8QueenSt.",周一至周日上午 10:00 至晚上 7:00,2020-02-12 10:52:03.935136
419,PasirRisFishingPond,12,419,4.4,"94PasirRisCentral,Singapore519637,Singapore",,2020-02-12 10:52:16.167723
420,MaxoutHydrosports,3,420,4.3,"新加坡,新加坡",,2020-02-12 10:52:27.936724
421,PulauSemakau,9,421,4.6,"PulauSemakau,Singapore000706,Singapore",,2020-02-12 10:52:47.624622
422,ThePinnacleDuxton,1,422,0,"1CantonmentRoadThePinnacle@Duxton,Singapore080001,Singapore",,2020-02-12 10:53:04.121973
423,SquareBunsJunior,1,423,5,"#B1-03D,OneRafflesPlace,1RafflesPlace(RafflesPlace/BoatQuay)",Mon - Fri: 08:00 - 20:00,2020-02-12 10:53:24.915812
424,PulauHantu,11,424,4.4,"PulauHantuIsland,Singapore000705,Singapore",,2020-02-12 10:53:42.060254
425,TanSwieHianMuseum,9,425,4.6,"460SimsAvenue,Singapore387601,Singapore",,2020-02-12 10:54:00.695356
426,NorthernEasternRiverineLoop,3,426,4.3,"PunggolPromenadeNatureWalk,Singapore,Singapore",,2020-02-12 10:54:17.839687
427,SunriseTraditionalCoffeeToast,1,427,5,"#02-33,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)","Closed: Sat, Sun &",2020-02-12 10:54:35.450512
428,,2,428,4,109EastCoastRoadSingapore428800,周一～周日 10:00-22:00,2020-02-12 10:54:52.228580
429,Tamoya,1,429,5,"#B1-48/49,ChinatownPoint,133NewBridgeRoad(Chinatown)",Daily: 11:00 - 21:30,2020-02-12 10:55:10.785676
430,StickemOn,1,430,5,"#02-35,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)",Closed: Sat & Sun,2020-02-12 10:55:34.696867
431,NgeeAnnCulturalCentre,17,431,4.1,"TeochewBuilding(2ndfloor)97TankRoad,Singapore238066,Singapore",,2020-02-12 10:56:02.746018
432,HongLimPark,12,432,4.3,"43NorthCanalRoad,Singapore059299,Singapore",,2020-02-12 10:56:19.780077
433,HortPark,5,433,4.7,"33HyderabadRoad,Singapore119578,Singapore",,2020-02-12 10:56:43.554672
434,ChildrenLittleMuseum,11,434,4.2,"42BussorahStreet,Singapore199460,Singapore",,2020-02-12 10:56:56.959939
435,SingaporeCityExplorers,2,435,4.5,"新加坡,新加坡",,2020-02-12 10:57:08.646080
436,LorongHalusWetland,10,436,4.2,"LorongHalus|Punggol,Singapore823172,Singapore",,2020-02-12 10:57:26.496727
437,TiongBahruEstate,10,437,4.2,"TiongBahruRoad,Singapore,Singapore",,2020-02-12 10:57:42.823146
438,,1,438,3,3HarbourfrontPlace,8:45-22:00,2020-02-12 10:57:55.384222
439,SingaporeMaritimeGallery,8,439,4.5,"MarinaSouthPier|31MarinaCoastalDrive,Singapore,Singapore",,2020-02-12 10:58:11.463027
440,IndianNationalArmyMonument,14,440,4.1,"EsplanadePark,Singapore,Singapore",,2020-02-12 10:58:23.582424
441,SingaporeCableCar,0,441,,"HarbourFrontTower2,3HarbourfrontPl,Level1,Singapore099254","Daily openTime:08:45,closeTime:22:00",2020-02-12 10:58:34.710772
442,KeongSaikRoad,1,442,5,"KeongSaikRoad,Singapore",,2020-02-12 10:58:46.009127
443,TeaterEkamatra,1,443,5,"AliwalArtsCentre28AliwalStreet#02-10Singapore199918,Singapore199918,Singapore",,2020-02-12 10:58:59.531977
444,WldRice,1,444,4,"3AKerbauRoad,Singapore219142,Singapore",,2020-02-12 10:59:12.975944
445,SerangoonSingapore,1,445,5,Singapore,,2020-02-12 10:59:24.108310
446,NightSafariTourWendyTour,1,446,5,"新加坡,新加坡",,2020-02-12 10:59:35.942666
447,TouristarsPrivateRunningTours,1,447,5,"新加坡,新加坡",,2020-02-12 10:59:47.003582
448,TanjongPagarRailwayStation,4,448,5,"30KeppelRd,Singapore,Singapore",,2020-02-12 10:59:59.966978
449,RiverHongbao,2,449,5,"20RafflesAvenueTheFloat@MarinaBay|TheFloat@MarinaBay,Singapore039805,Singapore",,2020-02-12 11:00:12.161111
450,HaiBinPunggol,0,450,,"6TebingLane,#01-04,Singapore828835",,2020-02-12 11:00:30.304588
451,TheFullertonMaritimeJourneyTour,1,451,5,"新加坡,新加坡",,2020-02-12 11:00:41.167702
452,NTUChineseLibrary,1,452,5,"50NanyangAve,BlockS3.2-B5,Singapore639798",,2020-02-12 11:00:53.115785
453,BidadariMemorialGarden,2,453,4,"10MountVernonRoad,Singapore,Singapore",,2020-02-12 11:01:04.674303
454,LeVeL,0,454,,"8MarinaBlvd,#33-01,Singapore018981",,2020-02-12 11:01:15.289641
455,ThekchenCholing,10,455,4.3,"2BeattyLane,Singapore209945,Singapore",,2020-02-12 11:01:30.602198
456,AlbertCourtVillageHotelLobbyLounge,1,456,5,"180AlbertStreetVillageHotelAlbertCourt,Singapore189971,Singapore",,2020-02-12 11:01:43.272432
457,TreetopWalk,2,457,5,"新加坡,新加坡",,2020-02-12 11:01:54.882938
458,RMGToursPrivateLimited,1,458,5,"新加坡,新加坡",,2020-02-12 11:02:07.323645
459,PopAndContemporaryFineArt,0,459,,"350OrchardRoadShawHouse|TongBuilding#07-03,Singapore238862,Singapore",周日:下午12:00-下午5:00;,2020-02-12 11:02:26.479768
460,FPitBuilding,5,460,4.8,"1RepublicBlvd,Singapore038975",,2020-02-12 11:02:37.814929
461,EWavesFishbytePteLtd,1,461,4,"ClementiWestStreet2|Block713,#01-12,Singapore120713,Singapore",,2020-02-12 11:02:58.547110
462,,1,462,4,"HDBToaPayoh#01-127,4Lorong7ToaPayoh",,2020-02-12 11:03:09.305306
463,SingaporeRepertoryTheatre,1,463,4,"20MerbauRoad|KCArtsCentre-HomeoftheSRT,Singapore239035,Singapore",,2020-02-12 11:03:19.804467
464,NewBridgeRoad,6,464,4.5,"NewBridgeRoad,Singapore,Singapore",,2020-02-12 11:03:32.298299
465,ChineseGarden,7,465,4.3,"32/34AljuniedRd,Singapore389818",,2020-02-12 11:03:55.608619
466,FarEastSquare,3,466,5,"19ChinaSt,Singapore049561",,2020-02-12 11:04:12.459484
467,AirForceMuseum,11,467,3.9,"Singapore,Singapore",,2020-02-12 11:04:27.432767
468,GoldenVillageVivoCity,4,468,4.8,"1HarbourfrontWalk,02-30,Singapore098585",,2020-02-12 11:04:40.449468
469,CollegeofMedicineBuilding,7,469,4.3,"16CollegeRoad,Singapore169854,Singapore",,2020-02-12 11:04:52.240076
470,SingaporeDanceTheatre,4,470,4.8,"FortCanningCentre2ndStorey,CoxTerrace,Singapore179618,Singapore",,2020-02-12 11:05:04.423063
471,ShenNongSpa,4,471,4.8,"17CarpenterSt|#02-01,Singapore059906,Singapore",,2020-02-12 11:05:17.404174
472,CentralSikhTemple,12,472,3.8,"2TownerRd,Singapore327804,Singapore",,2020-02-12 11:05:30.863136
473,KimSengPark,5,473,4.4,"KimSengRoad,Singapore,Singapore",,2020-02-12 11:05:43.812098
474,TampinesChangkatButterflyGarden,9,474,3.9,"TampinesStreet11,nexttoBlock124,Singapore,Singapore",,2020-02-12 11:05:55.139530
475,KatongPark,3,475,5,"59FortRoad,Singapore439105,Singapore",,2020-02-12 11:06:07.125074
476,,4,476,4.8,,,2020-02-12 11:06:19.448833
477,SingaporeQuarry,12,477,3.7,"100DairyFarmRoad,Singapore679057,Singapore",,2020-02-12 11:06:31.858871
478,TangDynastyMassageSpa,1,478,5,"25ClubStreet,Singapore069412,Singapore",暂无,2020-02-12 11:06:43.850832
479,TraditionalOrientalTherapy,1,479,5,"25ClubStreet,Singapore069412,Singapore",暂无,2020-02-12 11:06:54.434461
480,GalerieBelvedere,4,480,4.5,"140HillStreet#01-10/11/12OldHillStreetPoliceStation,Singapore179369,Singapore",,2020-02-12 11:07:05.948718
481,BishanAngMoKioPark,4,481,4,"AngMoKioAvenue,Singapore,Singapore",,2020-02-12 11:07:19.096352
482,HouseofTanTengNiah,2,482,4,"37KerbauRoadGholia'sVillage|Gholia’sVillage,Singapore219168,Singapore",,2020-02-12 11:07:30.242880
483,AlexandraArch,2,483,5,"AlexandraRoad,Tampines,Singapore",,2020-02-12 11:07:42.416509
484,LASALLECollegeoftheArts,2,484,5,,,2020-02-12 11:07:58.794342
485,TheHiveNTU,3,485,5,52NanyangAvenue,,2020-02-12 11:08:10.031177
486,OrchidCountryClubGolfSchool,1,486,5,"1OrchidClubRoad,Singapore76Singapore",,2020-02-12 11:08:22.554237
487,SingaporeVisitorCentre,0,487,,"216OrchardRoadOrchardGateway@Emerald|OrchardGatewayAtEmerald,OppositeSomersetMRT,Singapore238898,Singapore",周日-周六:上午8:30-下午9:30;,2020-02-12 11:08:39.000584
488,SengkangRiversidePark,2,488,4.5,"AnchorvaleStreet,Singapore,Singapore",,2020-02-12 11:08:52.244677
489,BoonTatSt,2,489,4.5,"BoonTatSt,Singapore,Singapore",,2020-02-12 11:09:03.292835
490,StamfordHouse,2,490,4.5,"Singapore,Singapore",,2020-02-12 11:09:14.955559
491,WestCoastPark,1,491,5,"27WestCoastHighwayWestway,Singapore117867,Singapore",,2020-02-12 11:09:26.107207
492,ShoeboxCanteen,1,492,5,"36NorthCanalRoad,Singapore059292,Singapore",,2020-02-12 11:09:39.078245
493,OrientHealthManagement,1,493,5,12AUpperCrossStreet(Chinatown),,2020-02-12 11:09:51.125889
494,SplashatKidzAmaze,1,494,5,"9SentulCrescent|Level3Punggol,Singapore828654,Singapore",,2020-02-12 11:10:04.928304
495,Kraven,1,495,5,"#01-01,63CircularRoad(RafflesPlace/BoatQuay)",,2020-02-12 11:10:17.256828
496,NasiPadangSederhana,1,496,5,"#02-91,AmoyStreetFoodCentre,7MaxwellRoad(TanjongPagar/RafflesPlace)",,2020-02-12 11:10:29.392743
497,NALAA,1,497,5,"Stall28,LauPaSatFestivalMarket,18RafflesQuay(RafflesPlace/BoatQuay)",,2020-02-12 11:10:41.092127
498,TelokAyerChineseMethodistChurch,1,498,5,"235TelokAyerStreet,Singapore068656,Singapore068656,Singapore",,2020-02-12 11:10:52.169521
499,ChurchoftheHolyFamily,1,499,5,Singapore,,2020-02-12 11:11:09.565620
500,HiballManagement,1,500,5,"#01-02,CapitalSquare3,25ChurchStreet(RafflesPlace/BoatQuay)",,2020-02-12 11:11:20.949803
501,NewHongKongCongee,1,501,5,"#01-04,AmoyStreetFoodCentre,7MaxwellRoad(TanjongPagar/RafflesPlace)",,2020-02-12 11:11:33.330139
502,TheDiningRoomatTanjongBeachClub,1,502,5,"TheDiningRoomatTanjongBeachClub,120TanjongBeachWalk,Singapore",,2020-02-12 11:11:44.863264
503,NagoreDargahIndianMuslimHeritageCentre,1,503,5,140TelokAyerStSingapore068604SingaporeTanjongPagar,,2020-02-12 11:11:56.450077
504,SaySeng,1,504,5,"#03-14,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)",,2020-02-12 11:12:07.737902
505,MrTehTarik,1,505,5,"#B1-04,OneRafflesPlace,1RafflesPlace(RafflesPlace/BoatQuay)",,2020-02-12 11:12:20.167849
506,SchooloftheArts,1,506,5,"1ZubirSaidDr,Singapore227968",,2020-02-12 11:12:32.142609
507,ArabQuarter,1,507,5,BassorahStreetArabQuarterSingaporeSingapore,,2020-02-12 11:12:43.807200
508,FormerKengTeckWhayBuilding,1,508,5,"150TelokAyerStreet,Singapore068608,Singapore",,2020-02-12 11:12:56.622631
509,Bistro,1,509,5,"3TemasekBoulevardSuntecCityMall|SuntecCity,Tower4#01-643,Singapore038983,Singapore",,2020-02-12 11:13:08.657230
510,SLIIMuffin,1,510,5,"#02-32,HongLimFoodCentre,531AUpperCrossStreet(Chinatown)",,2020-02-12 11:13:25.922923
511,YingFoFuiKun,1,511,5,"98TelokAyerStreet,Singapore048474,Singapore048474,Singapore",,2020-02-12 11:13:37.750216
512,OUETower,1,512,5,60CollyerQuaySingapore049322Singapore,,2020-02-12 11:13:49.453655
513,MandaiCrematoriumandColumbarium,0,513,,"300MandaiRoad,Singapore",,2020-02-12 11:14:00.365562
514,AramsaTheGardenSpa,1,514,5,"1384AngMoKioAvenue1|BishanParkII,Singapore569932,Singapore",,2020-02-12 11:14:11.865741
515,OtaFineArts,2,515,2.5,"7LockRoad|#02-13GillmanBarracks,Singapore108935,Singapore",,2020-02-12 11:14:22.043246
516,,1,516,0,"62TembelingRd,Singapore423586",,2020-02-12 11:14:34.843634
517,GermanGirlShrine,0,517,,Singapore,,2020-02-12 11:14:45.815289
518,KidZania,0,518,,"1CoveAve#03-02,BlockB,Level3SouthernIslands098537SingaporeSentosa",,2020-02-12 11:15:06.024883
519,Playhouse,1,519,0,"3TemasekBoulevard,Singapore",,2020-02-12 11:15:19.229375
520,BeyondBeauty,1,520,5,"181OrchardRoadOrchardCentral|#04-14,Singapore238896,Singapore",,2020-02-12 11:15:31.046941
521,WoodlandsWaterfrontPark,0,521,,"AdmiraltyRoadWest,Singapore,Singapore",,2020-02-12 11:15:43.845279
522,ChangiPointBoardwalk,7,522,4.2,"51LorongBekukongChangiPointFerryTerminal|ChangiEast,Singapore499172,Singapore",,2020-02-12 11:15:54.120783
523,ResortworldSentosatrickeyemusuem,1,523,4,"Tampines,Singapore",,2020-02-12 11:16:07.088920
524,SingaporeSidewaysVespaTour,1,524,0,,"Daily openTime:09:30,closeTime:12:30",2020-02-12 11:16:19.603822
525,TanjongKatongComplex,0,525,,"845GeylangRd,Singapore400845,Singapore,Singapore",,2020-02-12 11:16:31.936906
526,LeSpa,1,526,5,"14GemmillLaneAllanVille,Singapore069253,Singapore",,2020-02-12 11:16:44.193359
527,Bioskin,1,527,5,"30RafflesPlaceChevronHouse|#03-03ChervonHouse,Singapore048622,Singapore",,2020-02-12 11:16:55.549179
528,NueShape,1,528,5,"6AShentonWay|#03-18,Singapore068816,Singapore",,2020-02-12 11:17:07.121027
529,SingaporeChineseOrchestra,1,529,5,"7ShentonWaySingaporeConferenceHall,Singapore068810,Singapore",,2020-02-12 11:17:19.154362
530,BeautyEmpire,1,530,5,"33ErskineRoadTheScarletHotelFloor01Unit0607|TheScarletHotel,Singapore069333,Singapore",,2020-02-12 11:17:30.009566
531,RenazaHairNailSpa,1,531,5,"12MarinaViewAsiaSquareTower2|#02-18/19AsiaSquareTower2,Singapore018961,Singapore",,2020-02-12 11:17:41.142771
532,OrchidBowl,0,532,,"1OrchidClubRoad,Singapore",,2020-02-12 11:17:52.304224
533,AdmiraltyPark,1,533,3,"31RiversideRoad,Singapore739087,Singapore",,2020-02-12 11:18:02.935022
534,SingaporeCityBikeTour,1,534,4,,"Daily openTime:08:30,closeTime:17:30",2020-02-12 11:18:14.875705
535,CELAVIClubLounge,0,535,,"1BayfrontAvenueMarinaBaySands|SkyParkatMarinaBaySands,Tower3,Singapore018971,Singapore",周日:上午11:00-上午2:00;周一:下午12:00-上午2:00;周二-周五:下午12:00-上午4:00;周六:上午11:00-上午4:00;,2020-02-12 11:18:26.233885
536,,0,536,,"TanjongBeach,新加坡",海滩全天开放。,2020-02-12 11:18:38.548620
537,SingaporeConventionandExhibitionCentre,0,537,,1ExpoDriveSingapore486150,外观全天开放，展会时间请参考官网,2020-02-12 11:18:52.167186
538,MosqueStreet,0,538,,"Singapore,Singapore",暂无,2020-02-12 11:19:03.612477
539,SentosaGolfClub,0,539,,"27BukitManisRoadSentosaGolfClub,SentosaIsland099892,Singapore",暂无,2020-02-12 11:19:16.293428
540,not available,0,540,,Inside Starlight Changi Mall in Singapore Changi Airport,全年营业：周日-周四：10:00-凌晨24:00；周五及周六和节假日前夕：10:00-凌晨1:00,2020-02-12 11:19:30.571026
541,not available,0,541,,"Starlight inside Changi Airport, Singapore",全年营业10:00-22:00,2020-02-12 11:19:41.245853
542,not available,0,542,,Starlight Changi Mall in Singapore Changi Airport,全年营业10:00-22:00,2020-02-12 11:19:56.788350
543,not available,0,543,,Marina Bay Mall in Singapore,全年开放：10:00-22:00（最晚售票时间19:30）,2020-02-12 11:20:06.737111
544,not available,0,544,,Inside Starlight Changi Mall in Singapore Changi Airport,全年营业10:00-22:00,2020-02-12 11:20:16.555900
545,PeranakanHouses,0,545,,"Singapore,287JooChiatRd427540",全天开放,2020-02-12 11:20:27.684658
546,YongSiewTohConservatoryofMusic,0,546,,"3ConservatoryDrive,Singapore117376,Singapore",暂无,2020-02-12 11:20:39.921432
547,ExecutiveGolfCourse,0,547,,"UpperSeletarReservoirMandaiRoadTrack7,Singapore779384,Singapore",暂无,2020-02-12 11:20:53.070340
548,UFactory,0,548,,"37MalanRoadGillmanBarracks|GillmanBarracks,Singapore109452,Singapore",暂无,2020-02-12 11:21:04.540264
549,CrossFitFireCity,0,549,,"111CKingGeorge'sAvenue,Singapore208559,Singapore",周一-周四:上午6:30-下午8:30;周五:上午6:30-下午7:30;周六:上午8:00-下午2:00;,2020-02-12 11:21:16.397795
550,MasjidYusofIshak,0,550,,"10WoodlandsDrive17MasjidYusofIshak|Woodlands,Singapore737740,Singapore",暂无,2020-02-12 11:21:33.661741
551,KCuratorialSpace,0,551,,"6ScottsRoadScottsSquare|ScottsSquare#03-11/12/13,Singapore228209,Singapore",周一-周四:上午11:30-下午8:30;周五-周日:上午11:00-下午8:30;,2020-02-12 11:21:46.085287
552,EGTScooter,0,552,,"18MountElizabethOakwoodStudiosSingapore|OakwoodStudiosSingapore,Singapore228514,Singapore",周日-周六:上午12:00-下午11:59;,2020-02-12 11:21:58.053986
