POI_INDEX,ASPECTS,ATTRACTION_TYPES,ASPECTS_CRAWLED_TIME
296,stalls,"Food & Drink, Shopping, Farmers Markets",2020-02-21 21:32:01.951780
296,shop,"Food & Drink, Shopping, Farmers Markets",2020-02-21 21:32:01.967084
297,puja,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:32:14.827020
297,devotees,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:32:14.879186
297,priest,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:32:14.933447
297,prayer,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:32:14.977500
297,spiritual,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:32:15.001417
298,fat duck,"Shopping, Shopping Malls",2020-02-21 21:32:29.432488
298,watches,"Shopping, Shopping Malls",2020-02-21 21:32:29.466515
298,orchard,"Shopping, Shopping Malls",2020-02-21 21:32:29.484522
298,shopping,"Shopping, Shopping Malls",2020-02-21 21:32:29.500233
299,arts and crafts,"Shopping, Department Stores",2020-02-21 21:32:42.509530
299,treasure trove,"Shopping, Department Stores",2020-02-21 21:32:42.530286
300,murals,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:32:55.594748
300,depicting,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:32:55.611244
300,shop,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:32:55.627913
301,mrt lines,"Transportation, Mass Transportation Systems",2020-02-21 21:33:08.338651
301,public transport system,"Transportation, Mass Transportation Systems",2020-02-21 21:33:08.371058
301,systems,"Transportation, Mass Transportation Systems",2020-02-21 21:33:08.405515
301,taxis,"Transportation, Mass Transportation Systems",2020-02-21 21:33:08.439341
301,operator,"Transportation, Mass Transportation Systems",2020-02-21 21:33:08.473900
301,card,"Transportation, Mass Transportation Systems",2020-02-21 21:33:08.500210
301,smrt,"Transportation, Mass Transportation Systems",2020-02-21 21:33:08.518635
302,hedge maze,"Nature & Parks, Gardens",2020-02-21 21:33:21.705243
302,changi airport,"Nature & Parks, Gardens",2020-02-21 21:33:21.722033
302,manulife,"Nature & Parks, Gardens",2020-02-21 21:33:21.737602
302,fog,"Nature & Parks, Gardens",2020-02-21 21:33:21.755339
302,bridge,"Nature & Parks, Gardens",2020-02-21 21:33:21.771921
302,fun,"Nature & Parks, Gardens",2020-02-21 21:33:21.787932
302,waterfall,"Nature & Parks, Gardens",2020-02-21 21:33:21.803171
302,visitors,"Nature & Parks, Gardens",2020-02-21 21:33:21.819268
302,plants,"Nature & Parks, Gardens",2020-02-21 21:33:21.835037
302,garden,"Nature & Parks, Gardens",2020-02-21 21:33:21.850480
304,whisky museum,"Museums, Speciality Museums",2020-02-21 21:33:49.138819
304,guided tour,"Museums, Speciality Museums",2020-02-21 21:33:49.154376
304,blast,"Museums, Speciality Museums",2020-02-21 21:33:49.170176
305,worth a quick visit,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.291470
305,dressed appropriately,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.306585
305,national monument,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.321783
305,buddha tooth relic temple,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.337085
305,islam,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.352115
305,minaret,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.366792
305,muslim,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.381627
305,dating,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.396787
305,chinatown,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.411845
305,facade,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.429285
305,tamil,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.445254
305,landmark,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:34:02.461406
306,milking process,"Sights & Landmarks, Farms",2020-02-21 21:34:15.605406
306,goat milk,"Sights & Landmarks, Farms",2020-02-21 21:34:15.623193
306,goat farm,"Sights & Landmarks, Farms",2020-02-21 21:34:15.640413
306,selling,"Sights & Landmarks, Farms",2020-02-21 21:34:15.659231
307,tram ride,"Outdoor Activities, Nature & Parks, Hiking Trails",2020-02-21 21:34:29.865383
307,walking trails,"Outdoor Activities, Nature & Parks, Hiking Trails",2020-02-21 21:34:29.880711
307,animals,"Outdoor Activities, Nature & Parks, Hiking Trails",2020-02-21 21:34:29.896359
307,photos,"Outdoor Activities, Nature & Parks, Hiking Trails",2020-02-21 21:34:29.912524
308,esplanade park,"Sights & Landmarks, Scenic Walking Areas, Bridges",2020-02-21 21:34:44.466080
308,tan kim seng,"Sights & Landmarks, Scenic Walking Areas, Bridges",2020-02-21 21:34:44.482344
308,anderson bridge,"Sights & Landmarks, Scenic Walking Areas, Bridges",2020-02-21 21:34:44.497873
308,singapore river,"Sights & Landmarks, Scenic Walking Areas, Bridges",2020-02-21 21:34:44.513697
308,coronation,"Sights & Landmarks, Scenic Walking Areas, Bridges",2020-02-21 21:34:44.528872
308,fountain,"Sights & Landmarks, Scenic Walking Areas, Bridges",2020-02-21 21:34:44.544591
308,historic,"Sights & Landmarks, Scenic Walking Areas, Bridges",2020-02-21 21:34:44.560035
308,bay,"Sights & Landmarks, Scenic Walking Areas, Bridges",2020-02-21 21:34:44.575431
309,milk pots,"Events, Cultural Events",2020-02-21 21:34:57.539060
309,devotees,"Events, Cultural Events",2020-02-21 21:34:57.554808
309,procession,"Events, Cultural Events",2020-02-21 21:34:57.569697
309,spikes,"Events, Cultural Events",2020-02-21 21:34:57.585588
309,devotion,"Events, Cultural Events",2020-02-21 21:34:57.602092
309,witness,"Events, Cultural Events",2020-02-21 21:34:57.617124
309,tamil,"Events, Cultural Events",2020-02-21 21:34:57.632777
309,temple,"Events, Cultural Events",2020-02-21 21:34:57.649260
310,chinatown area,Nature & Parks,2020-02-21 21:35:11.666694
310,history,Nature & Parks,2020-02-21 21:35:11.682911
311,joo chiat road,"Sights & Landmarks, Historic Sites, Points of Interest & Landmarks, Architectural Buildings",2020-02-21 21:35:26.842581
311,photos,"Sights & Landmarks, Historic Sites, Points of Interest & Landmarks, Architectural Buildings",2020-02-21 21:35:26.861235
312,food outlets,"Shopping, Shopping Malls",2020-02-21 21:35:40.676653
312,mrt station,"Shopping, Shopping Malls",2020-02-21 21:35:40.721973
312,szechuan,"Shopping, Shopping Malls",2020-02-21 21:35:40.748791
312,interchange,"Shopping, Shopping Malls",2020-02-21 21:35:40.765530
312,kopitiam,"Shopping, Shopping Malls",2020-02-21 21:35:40.781143
312,ntuc,"Shopping, Shopping Malls",2020-02-21 21:35:40.797248
312,pandang,"Shopping, Shopping Malls",2020-02-21 21:35:40.812379
312,halal,"Shopping, Shopping Malls",2020-02-21 21:35:40.827404
313,joo koon,"Museums, Military Museums",2020-02-21 21:35:53.785901
313,visitors,"Museums, Military Museums",2020-02-21 21:35:53.803345
313,mrt,"Museums, Military Museums",2020-02-21 21:35:53.819322
314,little india,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:36:06.486520
314,national monument,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:36:06.504774
314,islam,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:36:06.522942
314,prayer,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:36:06.541927
314,muslim,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:36:06.557228
314,shoes,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:36:06.572973
314,praying,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:36:06.588046
314,indian,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:36:06.603086
315,paya lebar mrt station,"Shopping, Shopping Malls",2020-02-21 21:36:19.644852
315,cinema,"Shopping, Shopping Malls",2020-02-21 21:36:19.660056
315,mall,"Shopping, Shopping Malls",2020-02-21 21:36:19.674812
316,worth a visit,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:36:32.622998
316,mass,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:36:32.669039
316,catholic,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:36:32.713967
316,viewed,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:36:32.758426
316,photos,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:36:32.811039
317,architecture,"Sights & Landmarks, Government Buildings, Architectural Buildings",2020-02-21 21:36:45.996787
317,landmark,"Sights & Landmarks, Government Buildings, Architectural Buildings",2020-02-21 21:36:46.024847
318,rocket tower,Nature & Parks,2020-02-21 21:36:58.743567
318,park,Nature & Parks,2020-02-21 21:36:58.758642
319,department store,"Shopping, Department Stores",2020-02-21 21:37:11.794090
319,cosmetics,"Shopping, Department Stores",2020-02-21 21:37:11.811230
320,underground walkway,"Shopping, Shopping Malls",2020-02-21 21:37:25.090530
320,esplanade theater,"Shopping, Shopping Malls",2020-02-21 21:37:25.135864
320,mrt stations,"Shopping, Shopping Malls",2020-02-21 21:37:25.184967
321,main hall,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:37:39.168620
321,religious,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:37:39.214434
321,volunteers,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:37:39.242775
325,boating,"Fun & Games, Sports Complexes",2020-02-21 21:38:31.665779
325,stalls,"Fun & Games, Sports Complexes",2020-02-21 21:38:31.682594
326,fried rice,"Sights & Landmarks, Civic Centres",2020-02-21 21:38:45.499907
326,cuisine,"Sights & Landmarks, Civic Centres",2020-02-21 21:38:45.515173
327,bukit timah hill,"Outdoor Activities, Nature & Parks, Forests, Hiking Trails, Nature & Wildlife Areas",2020-02-21 21:38:59.728406
327,quarry,"Outdoor Activities, Nature & Parks, Forests, Hiking Trails, Nature & Wildlife Areas",2020-02-21 21:38:59.745413
327,hillview,"Outdoor Activities, Nature & Parks, Forests, Hiking Trails, Nature & Wildlife Areas",2020-02-21 21:38:59.762418
327,summit,"Outdoor Activities, Nature & Parks, Forests, Hiking Trails, Nature & Wildlife Areas",2020-02-21 21:38:59.782342
327,trek,"Outdoor Activities, Nature & Parks, Forests, Hiking Trails, Nature & Wildlife Areas",2020-02-21 21:38:59.804674
327,uphill,"Outdoor Activities, Nature & Parks, Forests, Hiking Trails, Nature & Wildlife Areas",2020-02-21 21:38:59.824092
327,trail,"Outdoor Activities, Nature & Parks, Forests, Hiking Trails, Nature & Wildlife Areas",2020-02-21 21:38:59.844687
327,trees,"Outdoor Activities, Nature & Parks, Forests, Hiking Trails, Nature & Wildlife Areas",2020-02-21 21:38:59.864786
329,cinema,"Shopping, Shopping Malls",2020-02-21 21:39:25.758444
329,uniqlo,"Shopping, Shopping Malls",2020-02-21 21:39:25.809490
329,rooftop,"Shopping, Shopping Malls",2020-02-21 21:39:25.855234
330,prayer,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:39:39.761680
331,nice park,Nature & Parks,2020-02-21 21:39:52.923332
331,mrt,Nature & Parks,2020-02-21 21:39:52.939775
332,educational trip,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:40:06.970580
332,palau,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:40:06.989181
332,tour,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:40:07.007685
334,ice skating,"Shopping, Shopping Malls",2020-02-21 21:40:34.744814
334,jurong east,"Shopping, Shopping Malls",2020-02-21 21:40:34.759377
334,shaw theatre,"Shopping, Shopping Malls",2020-02-21 21:40:34.774448
334,food court,"Shopping, Shopping Malls",2020-02-21 21:40:34.790307
334,ntuc,"Shopping, Shopping Malls",2020-02-21 21:40:34.805636
337,beautiful architecture,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:41:14.219679
337,tank,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:41:14.244761
337,lord,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:41:14.262283
339,food court,"Shopping, Shopping Malls",2020-02-21 21:41:40.123509
339,bus interchange,"Shopping, Shopping Malls",2020-02-21 21:41:40.142491
339,boleh,"Shopping, Shopping Malls",2020-02-21 21:41:40.160728
339,malaysia,"Shopping, Shopping Malls",2020-02-21 21:41:40.189531
339,citibank,"Shopping, Shopping Malls",2020-02-21 21:41:40.214761
339,foodcourt,"Shopping, Shopping Malls",2020-02-21 21:41:40.239865
339,shoppers,"Shopping, Shopping Malls",2020-02-21 21:41:40.266283
339,stalls,"Shopping, Shopping Malls",2020-02-21 21:41:40.287360
340,lego blocks,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:41:53.155852
340,ball pit,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:41:53.172212
340,costumes,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:41:53.187521
340,bridge,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:41:53.204101
341,architecture,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:42:06.101289
341,history,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:42:06.119432
342,water play area,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.081356
342,fishing,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.101535
342,anglers,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.117743
342,hdb,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.132522
342,heritage,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.147783
342,exercise,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.162910
342,kelong,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.177554
342,development,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.195643
342,park,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.212956
342,bridge,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.227976
342,nature,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.243575
342,information,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Dams",2020-02-21 21:42:21.259278
343,kampong glam,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:42:35.121361
343,land,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:42:35.167024
343,donated,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:42:35.206351
343,muslim,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:42:35.240485
343,architecture,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:42:35.273527
343,halal,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:42:35.301666
343,park,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:42:35.318634
344,carrot cake,"Shopping, Shopping Malls",2020-02-21 21:42:48.432317
344,hawker stalls,"Shopping, Shopping Malls",2020-02-21 21:42:48.454941
344,food stalls,"Shopping, Shopping Malls",2020-02-21 21:42:48.476639
344,siong,"Shopping, Shopping Malls",2020-02-21 21:42:48.503286
345,bukit batok,"Shopping, Shopping Malls",2020-02-21 21:43:02.755735
345,mrt station,"Shopping, Shopping Malls",2020-02-21 21:43:02.773122
345,cinema,"Shopping, Shopping Malls",2020-02-21 21:43:02.792754
345,shop,"Shopping, Shopping Malls",2020-02-21 21:43:02.810975
347,benches,Nature & Parks,2020-02-21 21:43:29.125385
347,statues,Nature & Parks,2020-02-21 21:43:29.178046
347,depicting,Nature & Parks,2020-02-21 21:43:29.231586
347,chinese,Nature & Parks,2020-02-21 21:43:29.277573
347,halal,Nature & Parks,2020-02-21 21:43:29.308609
348,devotees,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:43:42.371473
348,shoes,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:43:42.388031
348,ritual,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:43:42.414962
348,worship,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:43:42.431866
348,novena,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:43:42.448032
348,chanting,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:43:42.463634
348,sculptures,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:43:42.478909
348,visitors,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:43:42.495528
349,lockers,"Water & Amusement Parks, Water Parks",2020-02-21 21:43:55.588926
349,play,"Water & Amusement Parks, Water Parks",2020-02-21 21:43:55.607412
349,shelter,"Water & Amusement Parks, Water Parks",2020-02-21 21:43:55.629315
349,fun,"Water & Amusement Parks, Water Parks",2020-02-21 21:43:55.646478
350,supreme court,"Sights & Landmarks, Historic Sites, Government Buildings, Points of Interest & Landmarks",2020-02-21 21:44:09.408848
350,government,"Sights & Landmarks, Historic Sites, Government Buildings, Points of Interest & Landmarks",2020-02-21 21:44:09.424895
350,photos,"Sights & Landmarks, Historic Sites, Government Buildings, Points of Interest & Landmarks",2020-02-21 21:44:09.440508
351,bird nest,"Museums, Speciality Museums",2020-02-21 21:44:23.818995
351,lady boss,"Museums, Speciality Museums",2020-02-21 21:44:23.839515
351,guided tour,"Museums, Speciality Museums",2020-02-21 21:44:23.856793
351,knowledge,"Museums, Speciality Museums",2020-02-21 21:44:23.876326
351,pax,"Museums, Speciality Museums",2020-02-21 21:44:23.895068
351,informative,"Museums, Speciality Museums",2020-02-21 21:44:23.910893
351,fun,"Museums, Speciality Museums",2020-02-21 21:44:23.927574
352,commercial development,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:44:36.981387
352,office workers,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:44:36.998218
352,chinatown,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:44:37.015922
353,cold storage,"Shopping, Shopping Malls",2020-02-21 21:44:49.708588
354,art,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:45:04.346057
354,sculptures,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:45:04.375552
354,bay,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:45:04.396398
355,orchard road,"Shopping, Department Stores",2020-02-21 21:45:18.556424
356,fernando botero,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:45:31.638646
356,boat quay,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:45:31.654436
356,statue,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:45:31.669946
356,artwork,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:45:31.685608
356,artists,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:45:31.701257
357,amoy hotel,"Museums, Speciality Museums",2020-02-21 21:45:46.283729
357,chinese temple,"Museums, Speciality Museums",2020-02-21 21:45:46.331134
357,oldest,"Museums, Speciality Museums",2020-02-21 21:45:46.360215
358,pearls,"Shopping, Shopping Malls",2020-02-21 21:46:00.586128
358,shop,"Shopping, Shopping Malls",2020-02-21 21:46:00.629841
359,tailor shop,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:46:14.823506
359,pictorial,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:46:14.838890
359,exhibition,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:46:14.855657
359,chinatown,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:46:14.872058
359,photos,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:46:14.888528
360,bollywood veggies,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 21:46:27.858988
360,goat farm,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 21:46:27.877000
360,express bus,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 21:46:27.895469
360,goat milk,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 21:46:27.912350
360,wetland reserve,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 21:46:27.927993
360,dairies,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 21:46:27.943326
360,agriculture,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 21:46:27.960137
361,w hotel,"Shopping, Shopping Malls",2020-02-21 21:46:41.047355
363,chee,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 21:47:10.354646
364,bandstand,"Shopping, Flea & Street Markets",2020-02-21 21:47:24.446849
365,orchard road,"Shopping, Shopping Malls",2020-02-21 21:47:37.524025
366,stadium,"Events, Sporting Events",2020-02-21 21:47:50.484831
367,joggers,Nature & Parks,2020-02-21 21:48:03.628715
367,playground,Nature & Parks,2020-02-21 21:48:03.663049
367,mrt,Nature & Parks,2020-02-21 21:48:03.700135
367,path,Nature & Parks,2020-02-21 21:48:03.733138
368,artificial,"Sights & Landmarks, Arenas & Stadiums",2020-02-21 21:48:17.228279
369,tampines mall,"Shopping, Shopping Malls",2020-02-21 21:48:30.186283
369,bus interchange,"Shopping, Shopping Malls",2020-02-21 21:48:30.201951
369,curry puffs,"Shopping, Shopping Malls",2020-02-21 21:48:30.218848
369,national library,"Shopping, Shopping Malls",2020-02-21 21:48:30.235473
369,food court,"Shopping, Shopping Malls",2020-02-21 21:48:30.250854
369,cinema,"Shopping, Shopping Malls",2020-02-21 21:48:30.269540
369,shop,"Shopping, Shopping Malls",2020-02-21 21:48:30.286122
370,money changer,"Shopping, Shopping Malls",2020-02-21 21:48:43.479417
370,food court,"Shopping, Shopping Malls",2020-02-21 21:48:43.498789
370,mall,"Shopping, Shopping Malls",2020-02-21 21:48:43.523845
373,sailing club,"Sights & Landmarks, Piers & Boardwalks",2020-02-21 21:49:25.827717
373,scenic walk,"Sights & Landmarks, Piers & Boardwalks",2020-02-21 21:49:25.843604
373,sunset point,"Sights & Landmarks, Piers & Boardwalks",2020-02-21 21:49:25.867707
373,fishing,"Sights & Landmarks, Piers & Boardwalks",2020-02-21 21:49:25.887307
373,boats,"Sights & Landmarks, Piers & Boardwalks",2020-02-21 21:49:25.905292
374,chinese tea,"Concerts & Shows, Operas, Theatres",2020-02-21 21:49:39.636235
374,costumes,"Concerts & Shows, Operas, Theatres",2020-02-21 21:49:39.655198
374,performance,"Concerts & Shows, Operas, Theatres",2020-02-21 21:49:39.673905
374,artists,"Concerts & Shows, Operas, Theatres",2020-02-21 21:49:39.690875
375,project,"Shopping, Shopping Malls",2020-02-21 21:49:54.542930
377,indian muslim,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:50:22.815603
377,interesting museum,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:50:22.834806
377,worth a visit,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:50:22.849915
377,heritage,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:50:22.866299
377,ayer,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:50:22.882145
377,architecture,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:50:22.897650
378,casuarina,Nature & Parks,2020-02-21 21:50:36.233063
378,picnic,Nature & Parks,2020-02-21 21:50:36.279499
378,trail,Nature & Parks,2020-02-21 21:50:36.328126
378,park,Nature & Parks,2020-02-21 21:50:36.375432
379,shop houses,"Sights & Landmarks, Points of Interest & Landmarks, Historic Walking Areas",2020-02-21 21:50:50.176365
379,architecture,"Sights & Landmarks, Points of Interest & Landmarks, Historic Walking Areas",2020-02-21 21:50:50.193084
382,knowledge,"Traveller Resources, Visitor Centres",2020-02-21 21:51:29.499033
383,veterans,"Shopping, Shopping Malls",2020-02-21 21:51:42.463685
383,mall,"Shopping, Shopping Malls",2020-02-21 21:51:42.478800
385,immersive experience,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:52:08.362089
385,pathfinder,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:52:08.411770
385,centennial,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:52:08.441830
385,exhibition,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:52:08.461494
385,interactive,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:52:08.480401
385,exhibits,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:52:08.499175
385,tickets,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:52:08.519181
385,display,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:52:08.538658
386,race,"Events, Sporting Events",2020-02-21 21:52:21.636708
386,medal,"Events, Sporting Events",2020-02-21 21:52:21.680060
386,bridge,"Events, Sporting Events",2020-02-21 21:52:21.724332
387,frog legs,"Sights & Landmarks, Farms",2020-02-21 21:52:36.220827
387,life cycle,"Sights & Landmarks, Farms",2020-02-21 21:52:36.268587
387,chu kang,"Sights & Landmarks, Farms",2020-02-21 21:52:36.319143
387,lim,"Sights & Landmarks, Farms",2020-02-21 21:52:36.372072
387,enclosures,"Sights & Landmarks, Farms",2020-02-21 21:52:36.413241
388,siloso beach,"Nature & Parks, Fun & Games, Playgrounds",2020-02-21 21:52:50.712701
388,fun,"Nature & Parks, Fun & Games, Playgrounds",2020-02-21 21:52:50.729106
391,little india,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:53:32.609391
391,deities,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:53:32.637007
392,pottery,"Nature & Parks, Gardens",2020-02-21 21:53:46.291204
392,park,"Nature & Parks, Gardens",2020-02-21 21:53:46.313704
395,ball pit,"Museums, Speciality Museums",2020-02-21 21:54:27.059907
395,every corner,"Museums, Speciality Museums",2020-02-21 21:54:27.104100
395,concept,"Museums, Speciality Museums",2020-02-21 21:54:27.153310
395,activity,"Museums, Speciality Museums",2020-02-21 21:54:27.188024
395,photos,"Museums, Speciality Museums",2020-02-21 21:54:27.247252
395,interactive,"Museums, Speciality Museums",2020-02-21 21:54:27.295796
395,fun,"Museums, Speciality Museums",2020-02-21 21:54:27.332924
395,museum,"Museums, Speciality Museums",2020-02-21 21:54:27.358989
395,visitors,"Museums, Speciality Museums",2020-02-21 21:54:27.388827
396,henderson waves bridge,"Nature & Parks, Gardens, Forests",2020-02-21 21:54:41.207492
399,parliament house,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.142271
399,masjid sultan,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.175741
399,kampong glam,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.210067
399,raffles hotel,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.236100
399,convicts,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.257175
399,oldest,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.288061
399,rotana,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.311737
399,route,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.339754
399,landmark,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.366196
399,culture,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.393224
399,shopping,"Sights & Landmarks, Bridges",2020-02-21 21:55:21.417174
400,waterfall,"Nature & Parks, Gardens",2020-02-21 21:55:35.145444
401,marina bay,"Nature & Parks, Bodies of Water",2020-02-21 21:55:48.390817
403,butterfly,"Food & Drink, Distilleries",2020-02-21 21:56:15.501877
403,informative,"Food & Drink, Distilleries",2020-02-21 21:56:15.532490
404,nice garden,"Nature & Parks, Gardens",2020-02-21 21:56:30.163677
406,lockers,"Fun & Games, Sports Complexes",2020-02-21 21:56:58.406043
