POI_INDEX,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
808,0,808,,"#03-11,OrchardGateway,277OrchardRd,238851(Orchard/RiverValley)",Daily: 10:00 - 22:00,2020-01-26 02:23:44.325211
809,0,809,,21BaghdadStreet(Bugis/BeachRoad),Daily: 06:30 - 00:00,2020-01-26 02:23:53.899002
810,0,810,,"ChiangsSwallowCoffeshop,46HollandDrive(GhimMoh/Holland)",Mon - Sun: 08:00 - 21:00Closed: Every First and Third Tuesdays of the Month,2020-01-26 02:24:05.754763
811,0,811,,"SouthUnionPark,57BJalanTuaKong(UpperEastCoast/Siglap)",Mon - Sat: 11:00 - 20:00Sun & PH: 11:00 - 17:00,2020-01-26 02:24:16.919268
812,0,812,,"#01-291,292YishunStreet22(Yishun)","全年 周一 休息 周二至周四,周日 11:30-22:00 周五至周六 11:30-23:00",2020-01-26 02:24:24.576258
813,0,813,,"#01-315,38TelokBlangahRise(TelokBlangah/Harbourfront)",Tue - Thu: 11:00 - 21:30Fri - Sat: 11:00 - 22:30Sun: 11:00 - 21:30Closed: Mon,2020-01-26 02:24:35.913656
814,0,814,,"#05-00,LandmarkVillageHotel,390VictoriaStreet(Bugis)",Daily: 11:30 - 15:00Daily: 18:30 - 23:00,2020-01-26 02:24:46.318328
815,0,815,,60FairwaysDrive(BukitTimah),Daily: 11:00 - 22:30Closed: Mon,2020-01-26 02:24:55.762070
816,0,816,,"#01-2082,4ChangiVillageRoad(ChangiVillage/Loyang)",Daily: 09:00 - 21:00,2020-01-26 02:25:03.792549
817,0,817,,"#01-43,263SerangoonCentralDrive(Serangoon)",Daily: 10:30 - 21:30Closed on Tuesday Fortnightly,2020-01-26 02:25:13.134149
818,0,818,,267JooChiatRoad(JooChiat/Katong/EastCoast),Mon: 15:00 - 21:00Wed: 15:00 - 21:00Thu: 13:00 - 21:00Fri: 13:00 - 21:00Sat & Sun: 12:00 - 22:00Closed: Tue,2020-01-26 02:25:22.617600
819,0,819,,"JalanBesarStadium,100TyrwhittRoad(JalanBesar/Lavender)",Daily: 11:00 - 21:00,2020-01-26 02:25:32.766150
820,0,820,,"Stall3,HavelockRoadCookedFoodCentre,22A/BHavelockRoad(TiongBahru/Outram)",Opens Daily,2020-01-26 02:25:41.546318
821,0,821,,"HillSt.,Singapore,Singapore",,2020-01-26 02:25:51.378099
822,0,822,,"圣淘沙岛,新加坡",,2020-01-26 02:26:01.264712
823,0,823,,"11DHongkongStreet|Level5,Singapore059654,Singapore",,2020-01-26 02:26:11.621235
824,0,824,,"9|Kallang,Singapore339154,Singapore",,2020-01-26 02:26:22.209518
825,0,825,,"圣淘沙岛,新加坡",,2020-01-26 02:26:31.687530
826,0,826,,"新加坡,新加坡",,2020-01-26 02:26:41.143785
827,0,827,,"新加坡,新加坡",,2020-01-26 02:26:51.171710
828,0,828,,"27PerakRoad,Singapore208144,Singapore",,2020-01-26 02:27:00.496430
829,0,829,,"新加坡,新加坡",,2020-01-26 02:27:10.054697
830,0,830,,新加坡市中心的海滨公园（EsplanadePark）内,,2020-01-26 02:27:21.009143
831,0,831,,"2KeppelBayVistaMarinaAtKeppelBay,Singapore098382,Singapore",,2020-01-26 02:27:31.956099
832,0,832,,"47KeongSaikRoad,Singapore,Singapore",,2020-01-26 02:27:43.661882
833,0,833,,"30MerchantRoad#02-27RiversidePoint,Singapore058282,Singapore",,2020-01-26 02:27:54.078580
834,0,834,,"新加坡,新加坡",,2020-01-26 02:28:03.225022
835,0,835,,"新加坡,新加坡",,2020-01-26 02:28:14.265789
836,0,836,,"水上探险乐园,8SentosaGateway",,2020-01-26 02:28:24.187819
837,0,837,,"535ClementiRd,新加坡599489",,2020-01-26 02:28:34.765769
838,0,838,,"65NeilRd,Singapore088897,Singapore",,2020-01-26 02:28:42.508350
839,0,839,,"91LorongJTelokKurau,Singapore425985,Singapore",,2020-01-26 02:28:52.117045
840,0,840,,"65NeilRd,Singapore088897,Singapore",,2020-01-26 02:28:59.483689
841,0,841,,"245GeylangRoadMasjidMuhammadSalleh,Singapore389304,Singapore",,2020-01-26 02:29:09.698601
842,0,842,,"91LorongJTelokKurau,Singapore425985,Singapore",,2020-01-26 02:29:20.866324
843,0,843,,"新加坡,新加坡",,2020-01-26 02:29:30.706094
844,0,844,,"100GuillemardRoadSingaporeBadmintonHall,Singapore399718,Singapore",,2020-01-26 02:29:41.897998
845,0,845,,"1RafflesPlaceOneRafflesPlace|Level61,Singapore048616,Singapore",,2020-01-26 02:29:51.382199
846,0,846,,"211GeylangRoad,Singapore389271,Singapore",,2020-01-26 02:30:01.756673
847,0,847,,"10BukitCherminRoadKeppelClub,Singapore109918,Singapore",,2020-01-26 02:30:12.307899
848,0,848,,"BalestierRoad,Singapore,Singapore",,2020-01-26 02:30:22.223893
849,0,849,,"51ImbiahWalkSilosoBeach,SentosaIsland099538,Singapore",,2020-01-26 02:30:30.384359
850,0,850,,"76KimKeatRoadMasjidHajjahRahimabiKebunLimau|Balestier,Singapore328835,Singapore",,2020-01-26 02:30:40.545422
851,0,851,,"452NorthBridgeRoadChanBrothersBuilding|ChanBrothersBuilding#06-00,Singapore188733,Singapore",,2020-01-26 02:30:49.484707
852,0,852,,"圣淘沙岛,新加坡",,2020-01-26 02:30:57.664367
853,0,853,,"36ALorongMambongHollandVillage,Singapore277693,Singapore",,2020-01-26 02:31:08.406576
854,0,854,,"地址51SilosoBeachWalk,Sentosa（Trapizza餐厅对面）Singapore099001Singapore",,2020-01-26 02:31:19.025014
855,0,855,,"新加坡,新加坡",,2020-01-26 02:31:28.538468
856,0,856,,"1RochorRoadRochorCentre,Singapore180001,Singapore",,2020-01-26 02:31:37.326820
857,0,857,,"Singapore,Singapore",,2020-01-26 02:31:47.077492
858,0,858,,"501BukitTimahRoadClunyCourt,Singapore259760,Singapore",,2020-01-26 02:31:58.242978
859,0,859,,"新加坡环球影城科幻城市区，8SentosaGateway,SentosaIsland,Singapore",,2020-01-26 02:32:08.602046
860,0,860,,"新加坡,新加坡",,2020-01-26 02:32:17.715037
861,0,861,,"新加坡,新加坡",,2020-01-26 02:32:27.941485
862,0,862,,"SouthernRidges,MountFaber,Singapore(花柏山，圣淘沙岛，港湾大厦)",,2020-01-26 02:32:37.918260
863,0,863,,"208510,新加坡Kitchener路93",,2020-01-26 02:32:48.814266
864,0,864,,兀兰大道9号（9WoodlandsAvenue，Singapore738964）(海军部公园),,2020-01-26 02:32:58.889192
865,0,865,,"新加坡,新加坡",,2020-01-26 02:33:07.590089
866,0,866,,"新加坡,新加坡",,2020-01-26 02:33:19.088859
867,0,867,,"新加坡,新加坡",,2020-01-26 02:33:28.645908
868,0,868,,"279NewBridgeRoad#03-01,Singapore088752,Singapore",,2020-01-26 02:33:38.986920
869,0,869,,"新加坡,新加坡",,2020-01-26 02:33:48.849380
870,0,870,,"新加坡,新加坡",,2020-01-26 02:33:58.509708
871,0,871,,"新加坡,新加坡",,2020-01-26 02:34:08.297500
872,0,872,,"286ALavenderStreet,Singapore338803,Singapore",,2020-01-26 02:34:16.768304
873,0,873,,"EsplanadePark,ConnaughtDrive,Singapore179682,Singapore",,2020-01-26 02:34:25.996542
874,0,874,,"265SerangoonRoadMasjidAngullia|LittleIndia,Singapore218099,Singapore",,2020-01-26 02:34:36.595922
875,0,875,,"新加坡,新加坡",,2020-01-26 02:34:47.457894
876,0,876,,"新加坡,新加坡",,2020-01-26 02:34:55.435762
877,0,877,,"608549,新加坡裕廊商业区路50Jem购物中心#B1-21/22",,2020-01-26 02:35:04.650644
878,0,878,,"31WoodlandsCloseWoodlandsHorizon|Unit07-25,Singapore737855,Singapore",,2020-01-26 02:35:16.993772
879,0,879,,"新加坡,新加坡",,2020-01-26 02:35:25.663269
880,0,880,,"新加坡,新加坡",,2020-01-26 02:35:36.412927
881,0,881,,"新加坡,新加坡",,2020-01-26 02:35:45.024546
882,0,882,,"新加坡,新加坡",,2020-01-26 02:35:55.428032
883,0,883,,"新加坡,新加坡",,2020-01-26 02:36:05.010263
884,0,884,,"450JalanAhmadIbrahimRafflesCountryClub,Singapore639932,Singapore",,2020-01-26 02:36:15.055057
885,0,885,,"409215,新加坡芽笼士乃15",,2020-01-26 02:36:23.314156
886,0,886,,"133NewBridgeRoad|B2-17ChinatownPointMall,Singapore059413,Singapore",,2020-01-26 02:36:36.893510
887,0,887,,"新加坡,新加坡",,2020-01-26 02:36:48.336475
888,0,888,,"新加坡,新加坡",,2020-01-26 02:36:58.719555
889,0,889,,"|SilosoBeach,SentosaIsland099008,Singapore",,2020-01-26 02:37:08.204447
890,0,890,,"Block462CrawfordLane|Unit01-57,Singapore190462,Singapore",,2020-01-26 02:37:19.251515
891,0,891,,"1KampongKaporRoadKampongKaporMethodistChurch,Singapore208673,Singapore",,2020-01-26 02:37:30.732771
892,0,892,,"240SimeRoadSingaporeIslandCountryClub,Singapore288303,Singapore",,2020-01-26 02:37:40.556649
893,0,893,,"新加坡,新加坡",,2020-01-26 02:38:00.038488
894,0,894,,"新加坡,新加坡",,2020-01-26 02:38:09.434064
895,0,895,,"#01-01,136EastCoastRoad,Singapore428821,Singapore",周日-周四:下午12:00-下午10:00;周五-周六:下午12:00-下午10:30;,2020-01-26 02:38:26.815496
896,0,896,,"11CavenaghRoadHolidayInnSingaporeOrchardCityCentre|#01-06/07,Singapore229616,Singapore",周一-周五:下午12:00-下午9:00;周六:上午10:00-下午6:00;,2020-01-26 02:38:35.424733
897,0,897,,"3TemasekBoulevardSuntecCityMall|#01-500,SuntecCityMallTower2,Singapore038983,Singapore",暂无,2020-01-26 02:38:45.263411
898,0,898,,"136EastCoastRoad|#01-01;4AMajuAvenue556682,Singapore428821,Singapore",周日-周四:下午12:00-下午10:00;周五-周六:下午12:00-下午10:30;,2020-01-26 02:38:55.757122
899,0,899,,"221BalestierRoadRoccaBalestier|02-05,Singapore329928,Singapore",暂无,2020-01-26 02:39:07.082390
900,0,900,,"27BukitManisRoad,SentosaGolfClubSingapore099892","Daily openTime:06:30,closeTime:19:00
public_holiday openTime:06:30,closeTime:19:00",2020-01-26 02:39:17.061992
901,0,901,,"新加坡,新加坡","tuesday openTime:09:30,closeTime:18:30
wednesday openTime:09:30,closeTime:18:30
thursday openTime:09:30,closeTime:18:30
friday openTime:09:30,closeTime:18:30
saturday openTime:09:30,closeTime:18:30
sunday openTime:09:30,closeTime:18:30",2020-01-26 02:39:27.674292
902,0,902,,"25BukitPasohRoad,GrassrootsBookRoomSingapore089839","monday openTime:11:00,closeTime:20:00
wednesday openTime:11:00,closeTime:20:00
thursday openTime:11:00,closeTime:20:00
friday openTime:11:00,closeTime:21:00
saturday openTime:11:00,closeTime:21:00
sunday openTime:11:00,closeTime:18:00",2020-01-26 02:39:37.891551
903,0,903,,"190MiddleRoad#02-24FortuneCentre|FortuneCentre,Singapore188979,Singapore",周日-周六:上午11:00-下午8:30;,2020-01-26 02:39:48.689749
904,0,904,,"328NorthBridgeRoadRafflesShoppingArcade#013130|(Youmayenterthehotelvialevel3ofMarinaSquare),Singapore039594,Singapore",周日-周六:上午10:00-下午10:00;,2020-01-26 02:39:58.442385
905,0,905,,"22ScottsRoadGoodwoodParkHotel,Singapore228221,Singapore",暂无,2020-01-26 02:40:08.492171
906,0,906,,"190MiddleRoadFortuneCentre,Singapore188979,Singapore",暂无,2020-01-26 02:40:18.368857
907,0,907,,"21ALorongMambongHollandVillage|HollandVillage,Singapore277680,Singapore",周日:上午10:00-下午9:00;周一-周五:上午11:00-下午9:00;周六:上午10:00-下午10:00;,2020-01-26 02:40:27.111985
908,0,908,,"21ALorongMambongHollandVillage|HollandVillage,Singapore277680,Singapore",周一-周五:下午12:00-下午9:00;周六-周日:上午11:00-下午8:00;,2020-01-26 02:40:35.310352
909,0,909,,"22ScottsRoadGoodwoodParkHotel|GoodwoodParkHotel,Singapore228221,Singapore",暂无,2020-01-26 02:40:44.653597
910,0,910,,"30RafflesAve,TheFlyerSingapore039803","Daily openTime:08:30,closeTime:22:30
public_holiday openTime:08:30,closeTime:22:30",2020-01-26 02:40:54.169139
911,0,911,,"Blk2EvertonParkEvertonPark|#01-61,Singapore081002,Singapore",周一-周五:上午11:00-下午9:00;周六-周日:上午10:00-下午6:00;,2020-01-26 02:41:04.297386
912,0,912,,"11CavenaghRoadHolidayInnSingaporeOrchardCityCentre|#b1-01,Singapore229616,Singapore",周一-周五:上午11:00-下午8:30;周六-周日:上午10:00-下午5:30;,2020-01-26 02:41:15.512459
913,0,913,,"181OrchardRoadOrchardCentral|OrchardCentral#03-20,Singapore238896,Singapore",暂无,2020-01-26 02:41:25.896148
914,0,914,,"221BalestierRoadRoccaBalestier|#04-01RoccaBalestier,Singapore329928,Singapore",暂无,2020-01-26 02:41:36.247240
915,0,915,,"30MerchantRoad,SingaporeRiverCruiseSingapore038984","Daily openTime:09:00,closeTime:23:00
public_holiday openTime:09:00,closeTime:23:00",2020-01-26 02:41:46.833530
916,0,916,,"Block2EvertonParkEvertonPark|#01-47,Singapore081002,Singapore",周一-周五:下午12:00-下午8:30;周六:上午10:00-下午7:30;,2020-01-26 02:41:56.723524
917,0,917,,"SengPohRoad,Singapore,Singapore",,2020-01-26 02:42:06.205759
918,0,918,,"MINTMuseumOfToys(MomentofImaginationandNostalgiawithToys),26SeahStreet(S)188382,Singapore",,2020-01-26 02:42:18.546774
919,0,919,,"LimahPinRoad,Singapore,Singapore",,2020-01-26 02:42:29.877155
920,0,920,,"1FullertonRoad,TheFullertonBayHotel(Rooftop),Singapore",,2020-01-26 02:42:38.958290
921,0,921,,"1TampinesStreet73,Singapore",,2020-01-26 02:42:50.682680
922,0,922,,"442OrchardRoad,OrchardHotelShoppingArcade#01-06/08,Singapore",,2020-01-26 02:42:59.166673
923,0,923,,"Nongsa,Singapore02Singapore",,2020-01-26 02:43:08.004722
924,0,924,,"30VictoriaSt,Singapore",,2020-01-26 02:43:18.064690
925,0,925,,"Terminal1,AirportBlvd,Singapore,Singapore,Singapore",,2020-01-26 02:43:28.327640
926,0,926,,Singapore,,2020-01-26 02:43:37.395535
927,0,927,,"90JurongEastStreet13,Singapore",,2020-01-26 02:43:46.085840
928,0,928,,"5BoundaryRoad,Singapore549954",,2020-01-26 02:43:54.436058
929,0,929,,"LimahPinRoad,Singapore,Singapore",,2020-01-26 02:44:02.863676
930,0,930,,"550YungAnRoad,Singapore",,2020-01-26 02:44:12.097694
931,0,931,,"ChoaChuKangDrive,Singapore",,2020-01-26 02:44:22.561423
932,0,932,,"10PenderRd,Singapore099171",,2020-01-26 02:44:31.666094
933,0,933,,"1FullertonRoad,TheFullertonBayHotel(Rooftop),Singapore",,2020-01-26 02:44:40.349196
934,0,934,,"Terminal1,AirportBlvd,Singapore,Singapore,Singapore",,2020-01-26 02:44:48.293277
935,0,935,,"100PeckSeahStreet,Level1,OasiaHotelDowntown,Singapore079333",,2020-01-26 02:44:58.294829
936,0,936,,"5BoundaryRoad,Singapore549954",,2020-01-26 02:45:08.218736
937,0,937,,"EuChinStreet,Singapore",,2020-01-26 02:45:18.661458
938,0,938,,"621BedokReservoirRd,Singapore470621,Singapore",,2020-01-26 02:45:28.174296
939,0,939,,"50RivervaleCrescent|Sengkang,Singapore545029,Singapore",,2020-01-26 02:45:39.226958
940,0,940,,"13KeongSaikRoad,Singapore089120,Singapore",,2020-01-26 02:45:47.420087
941,0,941,,"11BaliLane|NrArabStreet,Singapore189848,Singapore",,2020-01-26 02:45:55.503544
942,0,942,,"17PetirRoadHillionMall|HillionMall,Singapore678278,Singapore",,2020-01-26 02:46:05.899753
943,0,943,,"900SouthWoodlandsDriveWoodlandsCivicCentre|#06-11WoodlandsCivicCentre,Singapore730900,Singapore",,2020-01-26 02:46:15.558813
944,0,944,,"#01-26,AljuniedAve2MarketandFoodCentre,Blk117AljuniedAve2(Geylang/Stadium/OldAirport)",,2020-01-26 02:46:24.629066
945,0,945,,"#01-26,OldAirportRoadFoodCentre,51OldAirportRoad(Geylang/Aljunied)",,2020-01-26 02:46:34.193062
946,0,946,,"#01-38,EunosCrescentMarketandFoodCentre,Blk4AEunosCrescent(Eunos/Ubi)",,2020-01-26 02:46:43.500774
947,0,947,,"#01-492,QueenstownFoodCentre,Blk40ACommonwealthAve(Commonwealth/Queenstown)",,2020-01-26 02:46:54.032223
948,0,948,,"#01-55,AljuniedAve2MarketandFoodCentre,Blk117AljuniedAve2(Geylang/Stadium/OldAirport)",,2020-01-26 02:47:01.915150
949,0,949,,"#01-57,ToaPayohLorong4HawkerCentre,93ToaPayohLorong4(ToaPayoh)",,2020-01-26 02:47:13.548725
950,0,950,,"#01-72,NewtonCircusFoodCentre,500ClemenceauAvenueNorth(ScottsRoad/Newton)",,2020-01-26 02:47:21.496907
951,0,951,,"#01-95,NorthBridgeRoadMarketandFoodCentre,Blk861NorthBridgeRoad(Bugis/BeachRoad)",,2020-01-26 02:47:31.798707
952,0,952,,"#03-167,TamanJurongMarketandFoodCentre,3YungShengRoad(TamanJurong)",,2020-01-26 02:47:42.504607
953,0,953,,"GoldhillCentre,189ThomsonRoad",,2020-01-26 02:47:50.854282
954,0,954,,"71BussorahSt,199484",,2020-01-26 02:48:01.333701
955,0,955,,464SembawangDrive,,2020-01-26 02:48:12.771378
956,0,956,,4CrestRdSingaporeZooSingapore779651Singapore,,2020-01-26 02:48:22.012851
957,0,957,,3GreenleafAveSingapore279585Singapore,,2020-01-26 02:48:31.988486
958,0,958,,16ScottsRd#01-28Singapore228221Singapore,,2020-01-26 02:48:41.345128
959,0,959,,4CrestRdSingaporeZooSingapore779651Singapore,,2020-01-26 02:48:48.242033
960,0,960,,"1LowerKentRidgeRoad,#04-01/02,One@KentRidge,NUHMedicalCentre,Queenstown,Singapore,Singapore",,2020-01-26 02:48:57.941310
961,0,961,,"501OrchardRd,#04-06,WheelockPlace,Singapore238880,Singapore",,2020-01-26 02:49:07.473701
962,0,962,,3GreenleafAveSingapore279585Singapore,,2020-01-26 02:49:17.078887
963,0,963,,16ScottsRd#01-28Singapore228221Singapore,,2020-01-26 02:49:25.789970
964,0,964,,"GillmanBarracks,1LockRoad,Singapore108932",,2020-01-26 02:49:34.139216
965,0,965,,YanKitRd,,2020-01-26 02:49:44.655946
966,0,966,,"8C&8DJalanKledek,Singapore199263,Singapore",,2020-01-26 02:49:54.334048
967,0,967,,"13StamfordRoad#02-13CapitolPiazza,Singapore178905,Singapore",,2020-01-26 02:50:03.630910
968,0,968,,1SophiaRd#02-29PeaceCentreSingapore228149Singapore,,2020-01-26 02:50:13.836116
969,0,969,,"1MarineParadeCentralParkwayCentre|03-09ParkwayCentre,Singapore449408,Singapore",,2020-01-26 02:50:22.591430
970,0,970,,"52WWestCoastFerryRoad|RepublicofSingaporeYachtClub(RSYC),Singapore126887,Singapore",,2020-01-26 02:50:31.835407
971,0,971,,"#01-03,Kopitiam@KopitiamCity,Blk275DCompassvaleLink,KopitiamCity#01-01(Sengkang/Hougang/Buangkok)",,2020-01-26 02:50:41.031300
972,0,972,,"#01-154,84MarineParadeCentralMarketandFoodCentre,Blk84MarineParadeCentral(MarineParade)",,2020-01-26 02:50:50.431424
973,0,973,,"#01-172,84MarineParadeCentralMarketandFoodCentre,Blk84MarineParadeCentral(MarineParade)",,2020-01-26 02:51:01.397745
974,0,974,,"#01-38,OldAirportRoadFoodCentre,51OldAirportRoad(Geylang/Aljunied)",,2020-01-26 02:51:10.712160
975,0,975,,"#01-62,BendemeerMarketandFoodCentre,Blk29BendemeerRoad(Bendemeer/Kallang/BoonKeng)",,2020-01-26 02:51:20.760370
976,0,976,,"#01-64,AljuniedAve2MarketandFoodCentre,Blk117AljuniedAve2(Geylang/Stadium/OldAirport)",,2020-01-26 02:51:30.566597
977,0,977,,"#01-98,TelokBlangahCrescentMarketandFoodCentre,Blk11TelokBlangahCrescent(TelokBlangah/Harbourfront)",,2020-01-26 02:51:39.977453
978,0,978,,"OrchardRoad,Singapore238823,Singapore",,2020-01-26 02:51:49.230082
979,0,979,,"328NorthBridgeRoad,#01-04RafflesHotelArcadeSingapore",,2020-01-26 02:51:58.383352
980,0,980,,1aBoonTeckRdSingapore329578Singapore,,2020-01-26 02:52:07.238398
981,0,981,,24WaterlooStreet,,2020-01-26 02:52:18.166332
982,0,982,,5JurongWestStreet74,,2020-01-26 02:52:28.293073
983,0,983,,12HaigRdSingapore430012Singapore,,2020-01-26 02:52:37.378067
984,0,984,,"52WWestCoastFerryRoad|RepublicofSingaporeYachtClub(RSYC),Singapore126887,Singapore",,2020-01-26 02:52:46.666727
985,0,985,,"3PemimpinDriveLipHingIndustrialBuilding|#06-04LipHingIndustrialBuilding,Singapore576147,Singapore",,2020-01-26 02:52:57.766419
986,0,986,,"1MarineParadeCentralParkwayCentre|03-09ParkwayCentre,Singapore449408,Singapore",,2020-01-26 02:53:06.038167
987,0,987,,"345OldNelsonRoadAdmiraltyHill,Singapore758692,Singapore",,2020-01-26 02:53:16.380173
988,0,988,,11SlimBarracksRise,,2020-01-26 02:53:27.233144
989,0,989,,12HaigRdSingapore430012Singapore,,2020-01-26 02:53:36.410278
990,0,990,,11SlimBarracksRise,,2020-01-26 02:53:46.697515
991,0,991,,920EastCoastParkwaySingapore449875SingaporeMarineParade,,2020-01-26 02:53:56.031275
992,0,992,,1aBoonTeckRdSingapore329578Singapore,,2020-01-26 02:54:05.781684
993,0,993,,"55BussorahStreet,Singapore199471,Singapore",,2020-01-26 02:54:16.623786
994,0,994,,"9WoodlandsAvenue9,Singapore",,2020-01-26 02:54:25.847137
995,0,995,,"51&51ACableCarRoad,Singapore51Singapore",,2020-01-26 02:54:35.391626
996,0,996,,"50JalanBukitMerah,Singapore16Singapore",,2020-01-26 02:54:44.807520
997,0,997,,"ClarkeQuay,Singapore",,2020-01-26 02:54:55.699565
998,0,998,,"#01-02TripleOneSomerset,,111SomersetRoad,Singapore",,2020-01-26 02:55:04.176900
999,0,999,,"SrinakarinSoi51,JohorBahru,Malaysia",,2020-01-26 02:55:11.686404
1000,0,1000,,"35RobinsonRd,Singapore068876",,2020-01-26 02:55:25.092416
1001,0,1001,,"Sentosa,Singapore,UnitedStates",,2020-01-26 02:55:34.356362
1002,0,1002,,"78CircularRoad,Singapore",,2020-01-26 02:55:42.075141
1003,0,1003,,"480Lorong2ToaPayah,Singapore",,2020-01-26 02:55:49.993776
1004,0,1004,,"31TampinesAve7,Singapore529620",,2020-01-26 02:55:59.015361
1005,0,1005,,"WaterlooSt,Singapore,Singapore",,2020-01-26 02:56:08.058732
1006,0,1006,,"248UpperThomsonRoad,Singapore",,2020-01-26 02:56:17.475053
1007,0,1007,,"32BoatQuay,Singapore",,2020-01-26 02:56:27.376833
1008,0,1008,,"19PasirRisStreet72,Singapore",,2020-01-26 02:56:34.940363
1009,0,1009,,"24HighlandRoad,Singapore",,2020-01-26 02:56:44.452432
1010,0,1010,,"SeletarBaseGolfCourse,244OxfordStreet(S)798420,Singapore",,2020-01-26 02:56:56.291220
1011,0,1011,,"31LorMambong,HollandVillage,Singapore277689",,2020-01-26 02:57:05.589615
1012,0,1012,,"8DevonshireRoad,Singapore",,2020-01-26 02:57:17.448945
1013,0,1013,,"331NorthBridgeRoad,Singapore",,2020-01-26 02:57:29.193991
1014,0,1014,,"YishunStreet20,Singapore,Singapore",,2020-01-26 02:57:39.585383
1015,0,1015,,"6EuTongSenStreetTheCentral|#03-51ClarkeQuayCentral,Singapore059817,Singapore",,2020-01-26 02:57:50.149249
1016,0,1016,,QueenstownEngineeringDrive4,,2020-01-26 02:58:00.588306
1017,0,1017,,"1StadiumPlace|#02-19KallangWaveMall,Singapore397688,Singapore",,2020-01-26 02:58:09.200126
1018,0,1018,,"301UpperThomsonRoadThomsonPlaza|#03-49ThomsonPlaza,Singapore574408,Singapore",,2020-01-26 02:58:19.282385
1019,0,1019,,"ParkviewSquare600NorthBridgeRoad,Singapore,Singapore188778",,2020-01-26 02:58:29.077807
1020,0,1020,,"LittleIndiaMusicCentre,SerangoonRoad,Singapore",,2020-01-26 02:58:39.247541
1021,0,1021,,"MasjidPusaraAman(Mosque),11LimChuKangRoad(S)719452,Singapore",,2020-01-26 02:58:50.792822
1022,0,1022,,"Tampines,Singapore,Singapore",,2020-01-26 02:59:01.546109
1023,0,1023,,"991AlexandraRoad|#01-03b,Singapore119964,Singapore",,2020-01-26 02:59:11.038427
1024,0,1024,,"430UpperChangiRoadEastVillage|EastVillage#01-10,Singapore487048,Singapore",,2020-01-26 02:59:20.849139
1025,0,1025,,"30PrinsepStreetIncomeAtPrinsep|IncomeatPrinsep,Singapore188647,Singapore",,2020-01-26 02:59:32.732079
1026,0,1026,,"12KallangAvenue#03-17Aperia,Singapore339511,Singapore",,2020-01-26 02:59:40.999673
1027,0,1027,,"9RafflesBoulevardMilleniaWalk|Suite02-02,Singapore039596,Singapore",,2020-01-26 02:59:49.995389
1028,0,1028,,"50SilosoBeachWalk,Singapore099000",,2020-01-26 02:59:59.664697
1029,0,1029,,"3MountElizabeth,Singapore228510",,2020-01-26 03:00:12.397892
1030,0,1030,,"961UpperChangiRdN,Singapore",,2020-01-26 03:00:20.833510
1031,0,1031,,"1KillineyRd,Singapore239518",,2020-01-26 03:00:32.175363
1032,0,1032,,"7BishanStreet14,Singapore",,2020-01-26 03:00:40.183293
1033,0,1033,,"AngMoKioHub,53AngMoKioAve3,Level4,Singapore",,2020-01-26 03:00:49.951418
1034,0,1034,,"37DuxtonHill,Singapore,Singapore",,2020-01-26 03:01:00.050693
1035,0,1035,,"1StadiumPlace|#02-19KallangWaveMall,Singapore397688,Singapore",,2020-01-26 03:01:07.760520
1036,0,1036,,"10TampinesCentral1TampinesOne,Singapore529536,Singapore",,2020-01-26 03:01:16.736802
1037,0,1037,,"6EuTongSenStreetTheCentral|#03-51ClarkeQuayCentral,Singapore059817,Singapore",,2020-01-26 03:01:26.070953
1038,0,1038,,ClarkeQuay3ERiverValleyRoadSingapore179024,,2020-01-26 03:01:37.123228
1039,0,1039,,"301UpperThomsonRoadThomsonPlaza|#03-49ThomsonPlaza,Singapore574408,Singapore",,2020-01-26 03:01:46.779671
1040,0,1040,,"SultansGate|KampongGlam,Singapore,Singapore",,2020-01-26 03:01:55.803759
1041,0,1041,,"583OrchardRoad,#06-03Forum,Singapore238884,Singapore",,2020-01-26 03:02:03.860829
1042,0,1042,,"9ScottsRoad,#08-04,ScottsMedicalCentre,Singapore228210,Singapore",,2020-01-26 03:02:14.400317
1043,0,1043,,"#01-01,9MohamedSultanRoad(Orchard/RiverValley)",,2020-01-26 03:02:23.081576
1044,0,1044,,"#01-1068,People'sParkCookedFoodCentre,32NewMarketRoad(Chinatown)",,2020-01-26 03:02:30.978434
1045,0,1045,,"#01-121,OldAirportRoadFoodCentre,51OldAirportRoad(Geylang/Aljunied)",,2020-01-26 03:02:38.861119
1046,0,1046,,"#01-166,BoonLayPlaceFoodVillage,221BBoonLayPlace(JurongWest/BoonLay)",,2020-01-26 03:02:47.199558
1047,0,1047,,"#01-25,Blk505JurongWestFoodCentre,Blk505JurongWestStreet52(JurongWest/BoonLay)",,2020-01-26 03:02:56.659944
1048,0,1048,,"#01-59,KimKeatPalmMarketandFoodCentre,Blk22Lorong7,ToaPayoh(ToaPayoh)",,2020-01-26 03:03:07.166399
1049,0,1049,,"37DuxtonHill,Singapore,Singapore",,2020-01-26 03:03:14.818217
1050,0,1050,,"Tampines,Singapore,Singapore",,2020-01-26 03:03:21.875137
1051,0,1051,,"Kembangan,Singapore",,2020-01-26 03:03:30.804440
1052,0,1052,,"1PandanValley,Singapore,Singapore",,2020-01-26 03:03:39.410412
1053,0,1053,,"16CollyerQuay,Singapore",,2020-01-26 03:03:48.168744
